site,year,temp,temp_var,rh,rh_var,vpd,precip,precip_var,solrad,solrad_var
724290,1974,16.41,4.3561851125987765,67.43,4.282082157017505,0.61,726.3,0.0014992403077478923,211.9,358.0639494047183
727640,1970,12.36,11.003897032767473,65.17,6.866489154366584,0.5,362.0,0.0011700665664598133,233.82,358.3674039148718
726360,1991,15.76,4.762093141613924,70.62,4.59098937070981,0.53,661.5,0.001481755498744077,208.78,369.447655976104
725300,1969,15.72,5.271372801504326,64.55,3.7210780094945206,0.64,574.2,0.0008189183761544958,213.18,346.0313971947261
725280,1962,13.72,6.133527284119198,67.84,4.348389614951269,0.51,429.7,0.0007545923500317978,212.18,348.1322031909253
724380,1983,17.94,5.057416971914966,67.48,5.091006040125854,0.68,569.8,0.0016747914223266876,226.42,372.3005669736556
724060,1986,18.83,3.7396119829551773,64.97,6.7732287498115715,0.77,369.1,0.0018434187661382486,225.38,370.0024723651729
726400,1986,14.66,4.735908951915786,72.47,4.103541108674398,0.46,846.9,0.003657856760910026,208.05,349.58065140542107
724400,1974,18.29,3.4076414036698672,68.48,5.0277936500006675,0.67,853.6,0.0014991555400323032,228.02,382.08508663372015
722260,1994,22.64,1.7308716030209652,72.65,5.112136085136878,0.76,887.7,0.002220029967033452,217.93,384.84645572553563
723170,1985,19.44,2.444469988929728,64.32,7.19386062893592,0.82,443.5,0.0012527760022548024,229.21,377.4316786619822
725460,1985,17.36,4.117766087033938,66.44,5.015356595248799,0.67,491.1,0.0010202918138641835,227.87,373.26472432099246
724230,1999,20.27,3.6846621253231597,63.85,5.763660246849978,0.87,462.4,0.0018776096385138997,207.74,345.0328956000821
725290,1987,15.22,4.86274845284402,71.63,5.330211267493082,0.49,643.0,0.0015991530541271044,213.11,345.25586271624763
725370,1986,15.95,4.853021276489022,70.0,5.308677661343922,0.55,651.95,0.0015511922547156948,211.44,353.015553016836
724320,1995,20.48,3.441831823362086,66.38,5.6038264899250505,0.82,843.7,0.0019498037582007003,226.38,381.93836413425106
722500,1982,26.86,1.0227284270167143,70.92,3.191381045776907,1.05,434.1,0.005898666800563924,228.05,390.9692852859281
724560,1999,18.88,4.083305197914954,68.22,5.307540458129208,0.7,695.1,0.0017031761299148608,234.3,400.0190167819213
725370,1964,14.59,5.539080724858061,69.69,4.366652297930235,0.51,583.9,0.0013914746352749667,205.49,340.2994724568825
724400,1992,18.12,2.961526635509926,72.09,4.754353281922496,0.59,787.7,0.001807744847826048,207.87,374.53846340781826
722260,1961,21.49,1.9723253069097115,76.81,4.797466212120805,0.6,874.1,0.0036219912116562066,227.57,382.3311716346835
724340,1994,19.92,3.399565158957097,61.07,5.6172004835356715,0.92,561.4,0.001148098452549768,223.4,369.3653987716965
723170,1964,19.24,2.7112870161747926,70.47,6.155203541188141,0.67,605.9,0.0018256200000794378,223.26,377.3736542775799
725320,1986,17.93,3.9005173083347655,71.88,5.302945338138117,0.58,664.1,0.0019659391650245425,215.78,354.1471428640066
725330,1992,14.84,4.74947201293368,72.63,4.69586728785797,0.47,723.6,0.0016618656757860784,189.96,342.51662903077784
722230,2004,23.58,1.3312910185279407,69.69,4.784297096897687,0.9,1211.2,0.0029435047197869965,233.9,373.30290634526756
725440,1998,17.57,4.608122557120907,74.67,4.280593339626577,0.51,792.5,0.0011851923957553326,194.8,339.1079811505571
725320,1984,16.1,5.921378412747841,70.33,4.053510950719945,0.55,642.4,0.0009624605405593485,214.34,360.3523817545406
726510,1980,15.48,6.780094659283722,63.0,6.033037344405513,0.66,294.65,0.0016103832984649584,233.82,353.38891471609554
722560,1985,24.61,1.9966033902029927,63.71,5.643083248685908,1.14,534.8,0.0031107621725024867,250.55,404.8334218987886
725460,1964,15.75,6.536197929592058,71.27,4.62272145704745,0.52,651.6,0.0013215289539129796,219.95,362.03883487879415
727640,1981,13.78,5.797492584679857,63.57,7.862729884111116,0.58,311.8,0.001331537797469585,228.13,337.47088798135957
725390,2001,14.71,5.727173587081072,72.59,4.790899086132614,0.46,484.6,0.000978492817844952,193.05,335.9752427128914
723270,1989,20.09,2.9143252454486435,69.75,5.01500737123066,0.72,855.1,0.0014838591630588135,212.0,382.34936510477587
722540,1979,23.2,1.5081293394378825,68.66,5.414357096154307,0.91,699.5,0.004518821092651629,239.77,399.7084371800113
723060,1965,19.14,3.112582576599495,72.93,5.2748266199979765,0.61,696.1,0.001699613114365225,223.41,377.8129427828746
724320,1975,19.09,3.9898785945473247,69.45,3.860548548390987,0.68,803.35,0.0016262014063495992,223.51,367.3164447592355
724560,1989,18.03,4.4876859772487006,68.83,6.365371738342407,0.65,840.1,0.002734416655959796,228.99,364.5533249168494
725190,1966,13.68,6.309102822845675,64.22,4.351865362697186,0.56,499.5,0.0008748512105905945,208.24,340.2784543115037
723270,1991,21.69,2.3805842893563396,70.28,5.154224535301507,0.78,627.4,0.0016566287316159948,206.75,357.31607130003084
722080,1964,22.23,1.6206859641873346,75.83,4.284758434082776,0.66,1250.2,0.002505265444492323,217.55,378.5363187362601
724060,1988,18.72,3.9391163917700545,65.61,6.471444040307389,0.75,472.7,0.0013758307553142965,226.7,371.38365150718545
725290,1985,14.55,4.766193438026421,69.05,5.297534893928089,0.52,384.5,0.0006589377031074744,209.24,344.5999128368297
722500,1999,26.3,0.7013215726210796,76.73,3.273788848722518,0.81,439.1,0.002414777777473602,245.39,409.7314834480527
722350,1975,21.86,2.1620006733826522,78.74,3.906717230011467,0.57,1086.7,0.002442950960700194,223.06,376.2489428353828
722140,1993,23.14,2.185530203724252,69.16,6.45336623299032,0.89,696.1,0.00319418277058517,247.99,407.50207435543507
725290,1990,14.59,5.331127707826144,71.71,5.041251183462463,0.47,609.7,0.0008684917903076783,200.55,334.85143700414443
726450,1982,12.68,6.943033648952192,73.83,3.903718830085373,0.39,505.3,0.0016566072477678991,203.72,331.33507706305926
726540,1980,15.02,7.252401620178548,65.42,7.391599897505917,0.59,417.3,0.002434234251321169,234.0,351.20896400957037
723080,1980,20.5,3.2317955400804226,65.59,4.625989360435458,0.84,558.9,0.0019514475369141167,227.27,374.04209670524887
725290,1989,13.87,6.653135664980125,72.74,4.959594689669082,0.43,597.4,0.0007086108542300293,202.64,333.6228096230811
722510,1975,25.66,1.0122710133360753,78.04,3.2839293034884927,0.74,457.6,0.0017117572517470975,216.86,362.2090857755574
726400,1999,15.24,5.138834647518408,69.74,4.09135267761952,0.53,701.9,0.0014085228833492552,197.87,327.4521475835712
726540,1982,14.81,6.528030085451481,72.41,4.541707320929452,0.47,483.2,0.0011550801890181824,215.06,343.03334895733536
722080,1984,21.93,1.7562177141568807,72.72,3.9993152232012696,0.73,862.6,0.002293351164130892,236.58,389.17646029315085
725240,1989,15.36,5.244290116385337,73.89,4.418368856150261,0.46,775.6,0.001416382778121152,203.92,350.68018458097566
726350,2002,14.95,6.747997977551976,71.94,4.449831271737459,0.48,423.3,0.0011048327291455565,199.25,336.55993995171906
726410,1989,14.08,7.120932957843552,69.5,5.640257667410868,0.49,487.7,0.002023748141419226,212.53,359.1195394594401
725210,1992,14.38,4.9819674746251605,73.68,4.549559963438689,0.43,814.4,0.0016473012290070352,181.18,335.8137069500513
725190,1994,14.18,5.84624109811722,72.96,4.318868131363418,0.44,395.0,0.0009655947102720201,208.7,357.02536377853454
725390,1964,15.45,5.855681040135813,68.02,5.572836453003577,0.57,523.1,0.0009469563889576865,211.79,349.60864434956574
725320,1983,17.65,5.7070679912921625,66.97,4.340051865679752,0.67,746.6,0.001880651714521721,218.11,362.88890398558857
725370,1966,14.51,5.826649086525989,69.57,4.412482931908547,0.51,609.5,0.0014145638449904524,215.74,355.37520090052845
724290,1970,17.64,4.454779368450685,68.27,4.555228034300712,0.65,471.2,0.0008744120734557193,215.61,356.34131939249585
726580,1981,14.99,4.243268865513178,63.2,5.273259329400081,0.63,501.4,0.0013075114835195184,209.45,337.6727070570462
722140,1975,22.91,1.742952756503596,79.24,4.558204252511255,0.59,1429.1,0.002748126147280627,226.73,371.17603909600706
725570,1986,16.72,4.518324733105461,71.96,4.871087438172236,0.54,698.2,0.0014208892065748085,220.9,357.36655140111753
723080,1963,19.44,2.3285383551332264,67.97,5.216047401043141,0.73,684.0,0.001419052799541385,222.28,372.8201180401629
722340,1982,22.63,2.0379625700540296,71.86,4.832757640505296,0.79,822.6,0.002398549737113276,228.2,380.82339557294495
725320,1970,16.63,5.00818580287407,69.51,3.6680807649788703,0.58,940.0,0.0019542651582400484,215.86,359.65906433743913
724230,1964,19.37,3.5013244685709286,66.92,5.392672286483387,0.75,813.0,0.0015753321844784959,217.79,363.01477113840934
722080,1981,22.54,2.126253575324273,72.29,5.14076177611686,0.77,956.1,0.003168632916934293,239.3,387.97981182095253
725190,1991,15.88,4.985080589022362,68.67,5.406672497901285,0.57,633.5,0.0011430744161744202,214.52,366.2679994992652
724510,1962,18.38,4.862565447628663,62.87,8.618281545836261,0.79,653.6,0.002393818313424145,257.66,407.6991874854477
724060,1968,18.54,3.6078917528089134,65.16,6.458130400000747,0.75,671.2,0.001837761396435007,220.68,361.3004376446253
723230,1981,20.49,2.4428288850831006,68.53,5.212895520851333,0.77,595.6,0.0013160603806055043,228.29,364.7123393712665
725240,1983,16.16,5.007523123307073,66.33,4.115876945394248,0.62,659.6,0.001121782745370058,213.33,358.92208465353406
724560,1980,19.71,5.6667379445293555,63.65,6.035433969230005,0.84,472.9,0.002166566319224916,237.97,378.6427163542166
725570,1961,15.7,5.558649137737912,65.04,5.237382947648604,0.63,675.9,0.002611304589196312,221.93,364.31284893132994
723040,1979,20.46,1.9876999504244353,78.74,2.827261069092596,0.52,963.4,0.0033200356575145426,228.22,371.80668030105784
726360,2001,14.42,5.0590487171048055,72.91,4.468027088587446,0.45,545.1,0.0018415541251207092,210.75,353.02468328531927
725280,1971,13.6,6.324156102268258,68.66,5.246421100207989,0.49,520.3,0.0016529304548924273,204.15,345.57327587854206
723080,1993,20.51,3.281178051735537,68.24,4.945840471368037,0.78,539.3,0.0012667212978583198,224.25,383.1775540104613
726580,1995,15.12,6.5319822140863995,66.58,5.455411241842965,0.58,496.2,0.0008938497422317204,193.74,346.77974062450585
725350,1981,15.94,3.868249366896955,72.55,4.65999304558142,0.5,761.3,0.0014154147798705204,197.63,335.1496778791879
723060,1975,18.98,3.1483894185581227,72.31,6.6328423985280365,0.61,717.75,0.0010969013846687389,222.31,375.1299018804592
725290,1992,13.03,6.067415557585871,72.4,4.8653828270019,0.42,649.1,0.0007078262164125307,184.94,349.859448785782
725460,1980,17.51,5.744237534005754,61.92,4.449370960856976,0.77,493.2,0.0011675843543699836,232.82,367.0323979441545
725330,1997,14.73,4.728654409627268,73.91,4.4942383831946655,0.44,734.3,0.0014928935699180313,208.52,361.9693786357116
725350,1991,17.66,4.548512922669277,67.43,5.174037018075947,0.66,504.7,0.000997629516768317,211.52,366.4910944326697
724510,1989,17.92,4.638241853033289,62.97,8.886538092268156,0.77,506.4,0.0019226140243443338,250.94,408.1333806456747
725570,1994,16.4,4.947773815806116,68.67,5.960829919323312,0.59,489.6,0.0011900998122582464,220.3,369.79900091193633
725240,1992,14.68,4.761770459483072,71.81,4.230027927131751,0.47,754.3,0.001239908205097431,193.45,355.4991608260453
726350,1974,13.48,5.82341622898145,71.3,4.486523531956109,0.45,617.4,0.0012506225776776434,205.46,342.2253829955657
722530,1969,23.96,2.151415115139349,64.12,5.092315500122898,1.09,535.3,0.0022447252706857814,256.23,412.6155553713015
724560,1964,18.89,4.557777364497786,67.01,5.891172464889241,0.73,708.2,0.0021414384767049605,226.53,371.7248892253577
725190,1985,14.63,4.897144980215845,70.03,5.79171400533131,0.5,466.2,0.0008112094682837759,211.48,346.9564734757405
723270,1982,19.81,2.815717567315909,72.22,5.35837409302603,0.65,663.4,0.0015141397383784906,232.02,384.3497790635402
725360,1973,15.96,4.16039893543179,68.05,4.371391969808697,0.58,533.1,0.000998434757592927,203.85,338.7672557908591
726580,1984,14.15,7.43623761909926,61.95,5.350093107076217,0.62,676.1,0.001552065319013932,217.73,343.602657290779
726410,1993,14.18,6.20020651810833,72.8,3.9019737957875122,0.44,966.9,0.0017023730894781205,179.06,333.95154250358513
722540,1973,23.39,1.5268486888738837,70.01,5.52472031584887,0.88,576.1,0.00220670372610534,240.91,401.1437403082793
722260,1988,22.21,2.123838005500124,71.26,6.861734567753013,0.78,932.0,0.0021274708590309464,233.27,408.39364109578025
724230,1983,19.3,4.2029826056140225,62.66,4.659878447545002,0.85,734.9,0.0013383087448853915,221.54,367.18115514198837
725260,1990,15.23,4.490222459497558,72.49,4.6070036665241,0.48,772.4,0.0013367726732875622,203.27,344.37515521419107
723040,1964,20.37,1.9886278419316683,77.24,2.7028838485013487,0.55,825.2,0.0018418586186106669,224.95,392.47518200716445
723340,1962,21.36,3.2721778791675655,69.32,4.405687640251799,0.79,724.9,0.0020870256768526266,236.79,386.6225078296902
724290,1984,15.02,5.940099454257805,65.49,4.284666608599628,0.59,550.7,0.0007808321861806134,206.28,352.3137229103648
725290,1986,14.23,4.993172195955123,72.97,5.329183259932083,0.44,578.3,0.0008617800398835195,201.92,338.7407707880394
723170,1974,18.97,2.487017156529525,75.21,5.327480697123334,0.55,773.6,0.00140998300372337,216.78,364.31249903193424
726450,1977,14.8,5.043674687195452,70.02,4.399324574573013,0.51,497.0,0.0008037815472868458,214.56,338.40211995826695
722260,1987,22.67,2.249873585909286,71.28,6.283117840862718,0.8,737.0,0.0025721019995472287,242.8,394.5009675606247
725210,1962,15.5,5.548067151095468,66.31,6.3097866542309395,0.6,437.9,0.0008622531542097906,211.57,351.04992890183127
725170,1980,17.71,4.600235178182761,60.4,6.074238044716775,0.81,535.6,0.0009131699052536777,214.56,359.3608344550117
725360,1987,16.55,4.820815067510882,72.04,6.225894204850682,0.53,516.9,0.0011579063328021053,221.0,353.70776772178743
723340,1989,21.57,2.6349824641388566,69.79,4.6926842570192875,0.79,821.6,0.0017518268422699022,223.99,372.2129156983655
726370,1988,15.48,6.300045871421989,63.82,6.602587262299787,0.64,407.7,0.0013565606769238338,219.77,353.70757839240315
725170,1963,15.74,4.52031607820532,64.92,7.157194285838573,0.63,534.1,0.001901373148624792,217.99,358.15713606104924
725360,1983,15.36,5.891451847000905,71.01,4.849588013096905,0.51,540.8,0.0011571411275134982,219.9,357.0333790694795
723270,1988,20.98,3.5080851635996257,63.32,7.935121769978163,0.92,376.2,0.0011939696548262397,239.64,402.7816927508865
724510,1979,17.99,4.588211815812871,60.9,7.833061231470022,0.81,435.3,0.0018581092295032724,253.08,412.0030387506866
724060,1989,18.05,3.6843887016457977,74.34,4.679751682257058,0.54,932.7,0.001874471905535131,199.56,349.3782988860029
726410,1995,15.68,6.308815083747428,68.32,4.921082013433211,0.57,594.4,0.00183927483595333,196.2,351.0627441323818
722350,1993,22.11,2.5912415570771885,74.46,5.5837984852214335,0.69,707.1,0.0019146544886428196,224.03,393.06880313396334
724060,1995,19.7,3.4453246307807417,64.28,6.798025444624595,0.83,493.35,0.001385539300094118,206.93,366.46578947061755
725570,1980,16.65,6.28989396200288,65.69,5.744083582303424,0.66,386.3,0.0014024209452204214,233.27,361.69129434286174
724650,1992,15.89,4.187562548803411,63.41,8.568700936364438,0.67,501.0,0.0026802893779361236,232.46,396.1252985945024
725210,1969,14.91,5.143475492523252,71.87,4.843238250528225,0.48,561.1,0.0012162418244613404,210.79,353.47462691914126
724460,1983,18.14,5.622232742931196,67.99,5.260536311835326,0.67,577.2,0.0012041468690248056,226.58,373.3590890365966
724510,1980,19.61,6.325036380846129,58.69,8.944816785151295,0.95,418.9,0.001313457009010039,251.62,403.3937466741739
725260,1984,14.11,6.3669470236878825,68.07,3.3099670915232617,0.52,620.3,0.0009576919731740851,206.97,349.59246964254356
727640,1998,14.07,8.479739924607633,68.47,6.486402149182978,0.51,412.2,0.003195280538563903,214.73,343.1126303063595
726540,2001,14.87,8.371730135341974,72.86,4.397575083613037,0.46,507.45,0.0025391123719991416,226.51,363.41041388711125
722260,1963,23.25,1.7926175886291165,69.26,5.391109563865052,0.89,573.4,0.002234588475139815,238.34,390.78949443186025
726410,1992,13.77,5.54425019268969,67.72,5.564704351587146,0.51,516.6,0.0013204666775150481,193.29,348.10518410342456
724230,1981,19.33,3.1971104353061266,67.31,4.9037020005045555,0.74,620.7,0.001350768886424465,215.23,353.86300489194963
722340,1973,22.36,1.725480972764087,69.87,4.07389760793557,0.83,1273.9,0.0030514919441585113,221.1,368.72758422203935
725260,1979,13.76,5.41288275664703,75.78,3.30860456411982,0.38,827.75,0.0013794644791440397,209.82,343.5848839930346
724650,1987,16.66,5.886948511936,60.75,9.262452674220112,0.75,435.1,0.0013925748194138273,256.84,396.0580858192009
725460,1975,16.27,7.028173994402404,65.76,3.760885540105005,0.64,649.7,0.0022646755535855045,222.53,358.30047616325356
725300,1964,15.65,5.636180927079982,69.1,4.468101111953703,0.55,612.3,0.0016431817438463832,209.73,346.84841572209086
722230,1988,22.86,1.6394664387191755,74.35,6.2420917778272536,0.73,1158.0,0.0021514980574159496,228.93,401.4378900166945
724290,1995,17.31,4.2904301196811545,70.64,5.073415101880803,0.59,956.95,0.002440109327935419,206.25,358.1738812556741
724340,1981,19.56,3.0886803074937657,71.74,5.407705351917531,0.65,871.5,0.0020298081263681093,222.25,359.66558905917935
722510,1981,25.25,1.0373924650481576,76.77,3.5255718336594275,0.76,695.2,0.002865918966372988,225.77,373.21513658760966
722350,1994,21.82,1.9721988411657898,75.35,4.739080590239334,0.65,297.4,0.0034962791870355634,227.22,384.89499405097814
722260,1982,22.98,1.5704714733308387,66.25,3.9323043010887955,0.96,835.4,0.00317696630473002,230.76,384.85757456601453
725300,1999,16.57,4.947524236952602,67.53,5.3557148920491,0.62,666.7,0.0013376276901710495,193.38,322.6125429578389
723340,1980,23.44,3.3897533839762803,60.45,4.616314880259504,1.16,1015.5,0.002158893718040661,242.44,396.59516606802606
727640,1987,14.2,7.090733640983149,67.69,7.3982399423039755,0.53,387.8,0.0010776797281054956,232.23,349.9278432851744
724650,1995,15.04,7.169577191031632,68.7,7.538460551815974,0.54,487.4,0.000951991089534152,233.33,409.2221782981288
722340,1994,22.63,1.9486370319849813,72.4,5.797700000907683,0.77,923.4,0.002456565050487514,230.1,387.70320578199124
725290,1980,15.09,5.781785136108897,69.68,4.270695168406235,0.52,590.85,0.001975940476699178,208.39,330.9935552706245
724400,1981,19.29,3.053154644231561,71.46,4.527065603745299,0.65,739.95,0.001829698902447054,220.78,365.70992734103805
725440,1963,17.02,4.544591375649575,69.43,5.630386579508841,0.6,665.7,0.0031099140589960126,217.89,355.42411563128405
724400,1991,19.67,3.2243595574348856,69.72,6.047804799441255,0.7,575.1,0.00245270007918421,221.09,385.013816559336
724650,1999,15.65,5.743407802492187,64.69,7.8469249645252415,0.63,463.0,0.0019366541044870832,250.31,419.4152451383842
722510,1995,25.4,1.2489147542905288,75.83,3.4528244445160445,0.8,516.3,0.002485185665606326,233.85,399.30720141951485
724500,1982,19.44,4.063444152030918,63.28,4.690108229020516,0.84,563.0,0.0021226147377564424,230.28,373.7318603106901
722230,1980,23.97,1.6501302724341995,72.49,4.561077518948555,0.83,1670.05,0.0040430286167825015,227.2,384.10166242067186
724510,1983,19.05,6.128150236714091,56.61,7.523495985481671,0.97,482.6,0.0015171556172756226,247.59,394.5378732395886
724460,1976,18.39,3.908073533070844,65.6,6.045563983206477,0.74,492.7,0.0012380225400362378,238.28,380.4686522085551
724400,1995,18.96,3.8579572190621687,70.5,5.123144416809426,0.65,814.0,0.0014380137592590648,217.36,386.6662564294792
725190,1987,15.74,4.698412899963066,68.54,5.5835555539201716,0.57,563.8,0.0011252669282725994,214.87,353.9746699157476
724230,1982,18.49,3.330415411520853,67.04,4.82633588286587,0.71,681.7,0.0012812732145076199,219.27,360.29919918355614
724320,1983,19.52,4.500894055197648,63.49,4.929449522594334,0.84,798.3,0.0014789967525473135,228.53,377.1099466494788
725240,1973,16.71,3.5897778498403565,72.97,3.1168624132532385,0.52,700.2,0.0011505503575119519,205.25,352.10900956761753
722560,1987,23.52,2.6669697602409195,67.74,6.58376739887298,0.95,565.4,0.0022654809907361973,255.15,408.5314691702343
722540,1964,24.56,1.6166471058117788,66.73,6.353167933436329,1.05,556.8,0.002915440197432291,236.39,395.4260164918869
725480,1985,16.15,4.561168937719094,66.64,5.300806928029449,0.62,568.0,0.0013546273064967578,216.84,353.8067768778084
725440,1988,18.03,5.45297181617655,60.19,7.689357539701212,0.83,404.7,0.0011337101382475957,242.04,376.83735833630817
722510,1990,25.74,1.0442128751926578,77.54,3.585181919293401,0.76,400.8,0.002690793751682009,220.45,368.00315899516767
722560,1992,23.86,1.94463623393045,68.54,5.534405201164005,0.95,483.9,0.001935572415222128,238.9,404.72121325048363
724380,1963,16.62,4.029829354433949,70.75,4.6640266374437935,0.56,710.1,0.0025641248475356793,223.87,363.0868104398081
724510,1998,18.99,6.11545484164307,62.84,8.519094028881616,0.83,335.1,0.001190365299245686,259.62,412.5743252777443
724560,1973,18.53,3.4503369545085905,73.26,4.4138521591114515,0.58,1163.75,0.002397101242303062,219.3,375.2638952867546
725440,1995,16.89,5.3144841636689355,70.59,5.056162599297781,0.57,618.95,0.0012099558471334473,202.33,357.13475138792836
725370,1974,14.78,5.302469372339612,71.15,4.536080730351789,0.49,470.15,0.0016266743420761266,205.81,341.19336527860867
722540,1994,24.5,1.7120202669311877,67.48,6.1670428790455105,1.02,569.9,0.004303397781610674,234.92,408.8000090427085
725330,1961,15.97,4.866062422765308,70.02,4.1188758934974254,0.55,693.2,0.0011792738929326519,204.04,338.818088992252
726450,1979,12.76,6.8835273772083125,74.03,3.9676003727114346,0.38,562.9,0.0010048087555024543,206.8,332.6611350761727
723230,1986,21.51,2.5534068518428055,69.1,6.692100889460934,0.8,819.9,0.003327737266417327,236.42,376.9626354070822
722510,1992,25.03,0.9924522031670902,77.24,3.388098528662681,0.74,649.35,0.002585299918178563,225.91,390.7919659571095
727640,1986,13.46,5.631125400392045,69.23,6.012933745328745,0.48,542.9,0.0010568756919974338,222.39,345.3403157922738
725570,1974,16.83,5.256510510235745,57.64,5.110044594266182,0.82,387.9,0.001007940341658915,231.08,359.68546923494864
724460,1975,18.13,5.648428305682516,67.67,5.007700490111511,0.68,643.5,0.002999865828763276,235.45,375.3866231307665
724400,1983,18.78,4.347615771539216,66.21,4.394686270077281,0.74,783.1,0.0024037107782810927,228.56,378.8827284276107
726580,1985,15.36,4.855248863244476,62.3,4.639339965076878,0.66,608.1,0.0008798571453597099,213.43,345.57490684301274
722530,1995,24.57,1.829488264999713,67.52,5.954817538196578,1.02,454.9,0.0028223223507248233,243.82,410.85603233748384
722350,1992,21.87,2.0572553630339305,74.34,5.980121736385996,0.68,656.25,0.0017135500557510395,233.52,397.31598586517634
725320,1991,18.35,3.99922364553251,71.4,4.850214027400947,0.61,547.6,0.0010881292973268725,222.1,373.45531761979936
723060,1995,20.6,2.4587822020418466,74.19,6.116876491050821,0.63,618.95,0.0015674915591812099,221.41,386.0108109492705
722510,1987,24.55,1.4907456571896094,75.95,4.549065508446037,0.76,465.8,0.0018693992834150077,230.12,378.6734146878483
725370,1965,14.39,5.969118497111551,67.74,3.7619180702921877,0.53,543.4,0.0014326216119257974,200.26,336.89685469561266
722080,1966,21.32,2.024061623402607,72.71,4.589947137481454,0.7,927.8,0.0026207602141547453,230.42,380.9909827003648
725190,1981,15.55,5.013415557709195,65.69,5.597559507721053,0.61,475.8,0.0006954518472354071,199.04,341.426910512357
724290,1983,16.72,4.930371941058267,61.88,4.440546560785895,0.73,593.5,0.0016211538182985571,216.16,359.4686708980424
723040,1986,20.9,2.1254574419852807,77.87,3.085703029499429,0.55,734.1,0.0025602809256180556,242.59,389.3014759492832
726410,1978,14.21,7.1051413845518985,73.13,4.972986445847509,0.44,747.7,0.0022512807893714545,220.26,357.95105966826674
726540,1975,14.21,9.710703679907796,66.65,5.871554709535806,0.54,392.3,0.0006304779113237689,227.64,349.7493985876064
725480,1961,14.77,6.04893971426089,74.67,4.749258843443521,0.43,857.5,0.0018838412430290776,214.12,350.8446813202815
725570,1988,17.84,5.6512744775605555,60.86,7.631933373482188,0.81,493.3,0.0017562635911589515,240.48,370.477783331964
725480,1995,15.82,6.254679698482877,70.54,5.324631378939953,0.53,618.2,0.0010953912876891883,203.81,361.11131493067523
726410,1988,16.22,6.303731655915998,61.79,6.974018512048995,0.71,397.75,0.0012122802003605708,238.67,377.75754812715655
722540,1989,24.45,2.068384013655473,67.49,6.657673191450817,1.01,449.5,0.0025008186657955703,250.65,404.76075160348273
725570,1962,15.31,7.536250988402826,75.41,4.939502825188038,0.43,731.1,0.0017307379828218497,225.58,358.3789581772194
725330,1963,15.96,4.6834380263990045,67.44,5.0705604175982915,0.6,549.1,0.0020889977369585454,216.18,352.1095385362149
725240,1979,15.5,4.475791330400583,68.22,3.8102279185542627,0.56,654.0,0.0016818386857943518,198.95,343.31267096152743
723080,1979,19.54,2.471462605620104,70.02,4.20817275657012,0.69,1158.2,0.002086651587239892,210.27,361.0946456657247
722540,1993,24.37,1.9019045713764955,65.82,6.3681770648861376,1.06,397.1,0.002200821330404536,244.89,415.58342185308857
722510,1997,25.27,1.1805432011746184,77.83,3.8057269096999553,0.73,513.6,0.0028407229889073275,239.8,411.1841599213285
722500,1973,25.16,0.7484983989291197,78.09,3.065654588011776,0.71,437.65,0.0018021944628651215,233.62,401.1184787333893
726360,2003,14.25,5.863963353045455,72.25,4.9838339147388115,0.45,427.45,0.0011037150330302358,203.14,350.5834267969096
723040,1982,20.42,2.0095549144936555,79.57,3.162062244672004,0.5,660.4,0.0024508310599179266,231.32,381.12826515310485
725440,1991,17.98,4.5398559018488855,69.96,5.25495480852053,0.63,515.4,0.0011862967067433935,214.27,365.35783150716577
722500,1964,26.27,0.795839529943315,74.74,3.523915337508172,0.88,252.3,0.001512483946171075,232.06,385.56034779474913
726540,1983,15.34,7.170498718551635,72.83,5.6735150690301905,0.48,382.4,0.001151416040966185,217.4,347.77655564247954
723270,1963,20.48,2.352479075486809,69.74,5.920432803333965,0.74,900.6,0.0023062894400355796,236.84,399.5180451795472
726350,1983,14.83,6.07661702328335,68.06,5.27854478887966,0.54,669.8,0.0011948368151353701,210.93,350.28062871471616
725480,1989,15.16,7.064444093722009,68.96,6.617272392032513,0.54,367.1,0.0010867420135836864,220.1,347.8097311378594
722530,1963,25.64,1.3866181700940845,63.07,7.165057501293445,1.24,235.0,0.002816304988439842,255.93,415.4141460658375
724500,2003,19.8,4.254779386097125,69.34,5.770283852446536,0.72,670.6,0.001775662824114416,231.31,376.09104966876873
726360,1980,13.59,5.9834435733730205,74.53,4.048823845463787,0.4,643.55,0.0011615094655226738,210.85,344.4759703211372
727640,1991,14.69,7.2972088937665225,63.82,7.630975098388564,0.61,337.3,0.0015272453302666703,212.61,348.6885515772468
724060,1974,17.78,3.2018076855304525,70.86,6.488116795354197,0.6,644.55,0.0012144901058554812,213.2,350.0588729715898
725460,1976,17.33,4.335098098590954,58.27,4.995119179222688,0.83,640.7,0.0023837704998094593,236.61,373.0571811275891
724560,1983,19.05,5.0892319482515695,65.12,4.6873154881671315,0.78,643.3,0.001429391852342283,227.2,377.1928698147326
725430,1991,17.16,5.015889231881417,67.16,5.076587057998298,0.65,513.85,0.0018175860774274546,205.49,356.4771967215492
724380,1979,16.7,4.2395033802054725,78.1,4.622811097839757,0.42,747.6,0.0018153987841692408,214.01,362.1381459916819
724060,1991,19.72,3.4921510358553,65.23,6.321640955947382,0.81,434.05,0.001215602975338511,210.67,369.4980887873418
724460,1990,18.65,4.26230136773623,68.55,5.094284801133171,0.68,785.5,0.0016192623915382176,227.83,368.43675635792806
