site,year,temp,temp_var,rh,rh_var,vpd,precip,precip_var,solrad,solrad_var
724650,1982,15.63,5.322819665045429,59.98,8.658316548764612,0.72,565.5,0.0019475244329392768,242.28,385.1862209119309
724290,1973,17.78,3.6410400952252555,71.74,4.0368651886344695,0.58,649.95,0.0011206627367625478,206.62,348.2526702929785
725300,1974,15.47,4.492201141721388,67.93,3.4219548913265156,0.57,601.5,0.0011878162967070389,204.12,344.5171706260217
725280,1983,14.88,5.925741918663137,65.94,4.7590588546098544,0.58,505.0,0.0006262012274792855,211.76,352.78279114416415
722140,1980,23.63,1.8598438489500067,75.6,5.348573562781983,0.72,1258.1,0.002327774183814788,229.89,401.71133748835814
724060,1994,18.77,3.588975917560103,70.81,6.126325228326986,0.64,739.2,0.001120504545646752,213.0,374.45070685642537
726540,1974,14.77,7.118807694137902,63.58,7.225752421841712,0.62,298.2,0.0007374832360248779,230.86,349.8179929574581
725370,1991,17.24,4.625417329295102,65.49,4.706646694885525,0.69,465.95,0.0013551813131890745,211.43,354.25811843750364
723340,1979,22.07,2.17213703002102,64.71,3.7079553317850706,0.95,1139.4,0.0028805448961956334,225.6,377.0914881785979
725320,1993,16.46,4.978318617189364,75.91,4.122335241902604,0.45,1089.45,0.0017299195258356963,195.5,362.2180167240728
723230,1999,21.25,2.699751868616547,69.13,6.690764267224788,0.79,626.8,0.0019039325669102038,236.79,380.9891300863533
724320,1987,19.95,3.56060817784844,71.1,6.041530654978491,0.68,508.25,0.001578176186031467,242.51,378.91707183742807
726580,1977,16.19,4.36954856384368,66.26,5.4165749397705945,0.63,725.7,0.0031363881783774143,212.5,343.51849728506124
725280,1975,13.96,6.786771291837178,71.96,4.526463215224301,0.45,643.65,0.00173324249561866,201.96,338.2703858145495
725300,2003,15.33,5.364248855848644,66.99,5.534466207266693,0.58,585.65,0.0015755208858948455,206.13,349.16210196507615
726580,1986,15.08,5.110627783168875,69.52,5.185873620316888,0.53,822.5,0.001491225059743976,215.83,346.29322072931427
723270,1992,19.6,2.8223849960426635,71.2,4.870566090936504,0.66,646.8,0.0024306174207561417,211.7,367.0319919168957
722230,1963,23.89,1.2419696344130768,72.81,4.766815727774763,0.82,778.4,0.003247997614660477,219.06,365.5796847527235
724460,1988,19.97,4.477445010262912,57.42,7.459920447355742,1.01,487.4,0.0020019628386716056,251.53,387.65773567413856
722230,1995,23.54,1.5295938643077274,77.47,4.451469757405716,0.67,1145.85,0.003689871816128939,227.84,392.3083414396288
724060,1980,18.96,3.9210513579387327,61.68,6.2204081924532195,0.85,628.4,0.0016880611800586555,227.48,371.84638701904277
726370,1964,14.57,5.660281424416107,66.53,4.4077943471536125,0.56,496.1,0.001698956836802423,208.99,343.34543736135805
726410,1974,13.78,6.0095021138040785,70.38,4.8021384311772435,0.47,656.4,0.0014578390467190722,207.44,347.83412819866993
724340,1996,18.64,4.322984855663338,66.09,5.884562692401715,0.74,695.2,0.0015223826030951139,229.53,370.609283352768
723040,1988,20.41,2.214639641380883,77.42,2.9968352302380667,0.55,620.6,0.001452923545414965,232.55,387.8597078337372
724460,1995,18.02,4.461652179332997,71.61,4.479308808814156,0.59,675.8,0.002227168159043907,221.17,376.4379094775463
722080,2001,22.11,1.7864581787755696,75.88,4.665672742196531,0.65,845.35,0.002775280398133964,251.52,396.5954959697226
725570,1991,17.37,4.8673237833978495,70.71,5.2135413637770585,0.59,505.8,0.0012547394746661494,208.81,358.05499225751794
725430,1992,14.53,5.01229244072206,67.71,5.860881606610367,0.54,520.8,0.0008255967284867187,194.68,351.4573679531472
724460,1994,18.63,3.872202343227132,66.4,5.962186408463759,0.73,516.45,0.0014401090864892222,232.06,381.4056909582978
725480,1977,16.24,4.397052677697902,67.95,5.428878368949203,0.6,667.6,0.0015213462830640765,212.87,344.3959053726638
726450,1986,13.87,5.539378715328853,71.86,4.528475556528844,0.45,671.2,0.001171213315905969,212.1,341.8522122378404
727530,1980,13.62,9.533455206889581,61.05,7.50995761623072,0.61,294.4,0.0014439082600035107,223.61,336.0816701973598
723270,1972,20.32,2.662664305642306,68.98,5.757056898789025,0.75,725.4,0.001427439357847863,232.5,384.57635575127443
724230,1962,18.57,4.090720065698416,71.33,4.647829082447294,0.62,518.1,0.0013118588623161605,217.44,361.99700944352935
722350,1980,23.31,2.7355607583738863,71.72,5.509332550611022,0.82,1121.7,0.0026284424002617573,237.0,397.003553116493
725430,1994,15.66,4.989225516985953,69.89,6.6517121315618,0.54,625.1,0.0019808573278045994,208.58,362.315742917824
723340,1982,22.49,2.5567093179993283,69.69,3.5558663272149964,0.84,830.0,0.002068448649753759,226.19,371.5175508058356
723230,1995,20.96,2.375216347865235,74.13,5.584795601447651,0.65,655.7,0.00174750773352397,234.81,389.6588044247696
725300,1973,16.63,4.063825055337773,70.83,3.713313836163044,0.56,702.7,0.0012289900323483554,202.94,342.68266334048434
725300,1987,17.29,4.57191282280039,68.84,6.080943152406895,0.62,793.3,0.0030720038046563505,216.68,358.11848563235094
723060,1990,20.68,2.506796101644259,69.98,5.678248670507077,0.74,520.5,0.0014264758343059882,216.62,375.5872961189742
724380,2003,17.18,3.7222638487522604,72.01,4.260548679090835,0.55,956.7,0.0020853842225441567,211.71,352.2556799556915
725390,1963,14.4,5.662257416883139,65.72,5.472639937318224,0.57,515.4,0.0018532166322284837,214.19,349.96532915977474
725190,1977,15.05,4.605734178828429,69.12,5.882752079959689,0.53,680.0,0.0010612197771646581,210.07,335.7191505239641
722560,1986,24.59,1.9005547929980553,67.68,5.832188826702513,1.02,483.9,0.0020339987526325374,240.6,393.6431021860468
722540,1983,23.05,1.9543205691257493,66.07,5.296826754001878,0.97,593.1,0.0017849543575524597,244.21,404.2922383192479
722080,1973,22.69,1.6266802521440233,73.85,3.9012432413402847,0.73,1425.7,0.004354098582223562,229.36,385.4744983752702
722350,1990,22.87,2.3154588023190454,74.58,5.958145307858503,0.72,594.1,0.001965553366240316,240.93,395.18295156991593
724320,1973,19.98,2.689352613779238,72.78,3.807166367822677,0.64,771.9,0.001531949212263557,214.52,353.6862855618941
722500,1986,26.26,0.8138131377258312,74.87,3.714239995378026,0.88,297.4,0.0025584001229977038,246.44,394.94501035050257
725360,1985,16.0,4.427266288395479,69.19,5.1879143246006985,0.56,576.1,0.0015564053804239643,218.1,353.55390624677057
726410,1976,15.03,6.021347770365034,62.83,6.6926568091768806,0.64,431.3,0.0009643521456387333,229.88,367.33122995148807
724510,1985,19.13,4.323991056434745,58.93,8.60850303047517,0.92,419.8,0.001771401911874892,251.59,394.08216298904625
725170,1985,16.95,3.7473650422071514,62.9,6.402940049418015,0.72,830.7,0.002383103513305644,212.49,354.45261182353306
725350,1973,17.17,3.5670513410743285,69.96,3.5977961379093504,0.59,572.75,0.0014008429587536659,199.44,334.8108130400648
723040,1978,20.66,2.2895367090094223,77.25,3.0159027132518275,0.56,615.2,0.0014518509137034417,238.02,378.8018267297383
725260,1992,14.26,4.87690314267252,70.25,3.7490954927711777,0.49,689.6,0.0010842804396042562,193.64,356.6614306757058
725430,1975,14.7,7.261222629875446,66.79,3.642053445438224,0.56,494.8,0.001198927641789495,204.1,335.56245272688665
724400,1994,19.13,3.2806419761645014,67.13,5.690027146956977,0.74,812.2,0.002188720869017717,225.94,389.04549660661434
725320,1979,16.06,5.105735165684994,71.24,4.6554206955006725,0.53,471.75,0.001129267595363201,221.4,361.5292348870268
725350,1975,15.23,5.783285954299444,73.81,3.851500042744426,0.46,710.4,0.0010211983665417098,205.44,343.8339372269995
723080,1982,19.41,2.6749398016938515,68.97,5.112891096627368,0.71,715.6,0.0016415149346250828,212.74,363.55814916245714
722080,1995,23.38,1.4825184960517928,75.77,4.572099422328393,0.71,903.2,0.0016828375861530057,218.02,382.26322962404646
725330,1975,15.08,6.010736156846259,72.06,3.908619867905764,0.48,627.9,0.0014730052217796189,208.01,349.1252324443126
723060,1980,20.71,3.165758098577513,73.86,6.111615238339381,0.65,576.7,0.0014408082012195623,232.58,386.8037302922913
723040,1976,20.87,1.4641680734664366,76.93,3.1755938783963935,0.58,938.95,0.0015433296142952596,224.89,364.93580065071006
723170,1992,18.61,2.9718362389024273,70.02,6.232417317437447,0.65,648.5,0.0016515547422382272,201.61,370.27333679072535
726350,1964,15.15,5.734647288072639,71.65,5.077113293128053,0.49,649.4,0.000990079189442972,213.28,352.2485395093739
722080,1983,22.04,2.036815876397042,72.37,4.291539639691898,0.74,853.3,0.0028652874131009816,236.85,391.5409031752882
722350,1985,22.54,1.775317464943314,73.2,5.6354782293375125,0.74,625.1,0.0021966794940773103,235.94,392.6969214185964
725460,1992,16.03,4.079315558674153,66.92,5.842184362310997,0.61,584.7,0.0011625186179762643,211.89,370.12748985760777
724320,1972,18.61,3.559508102425759,68.82,5.014022567637021,0.68,626.3,0.0014107034338665155,224.2,369.82718028700583
724500,1975,18.64,4.901344267730207,65.59,5.083976640497438,0.75,581.3,0.001934914658088364,238.75,382.1043576169053
724400,1962,18.51,4.459665751998605,70.82,5.531951301102005,0.63,597.8,0.0022278662788936063,227.78,379.64996969526845
727640,1961,13.73,7.706473018197558,54.52,8.742843592937884,0.72,235.6,0.0011236906997344866,228.95,360.21887074958323
724560,1997,18.28,4.293617698132264,67.47,6.210871612792838,0.69,505.3,0.001451135327999069,240.29,388.4389938414649
724290,1971,16.79,4.495833591399046,66.32,5.304051310885353,0.65,522.3,0.0015203375193960232,221.62,365.3476070886815
726400,1990,15.01,4.877431926102409,68.5,4.612361777374174,0.54,704.2,0.0015591936590248782,202.04,339.05112102034803
724060,1963,17.49,3.701104698755742,63.99,6.687199168667653,0.73,681.3,0.002032213669745253,228.39,371.6615517680095
722560,1982,24.57,2.22675597139164,65.8,5.087738413499486,1.08,476.0,0.0028602698758485555,241.58,394.2661565634318
722560,1973,22.97,2.0069208485786727,69.25,4.73978730325609,0.88,714.55,0.004082065920695245,248.38,393.57040395034545
724060,1982,17.68,3.7106880505957163,63.73,6.143262407538996,0.74,534.5,0.0010743237454152524,216.36,365.3117633967019
725570,1963,17.3,4.553813742107391,69.52,4.908707205483485,0.61,511.8,0.0016365637653704649,213.71,356.57670875787664
725240,1987,16.44,4.593147637320458,72.01,4.669466023510878,0.53,722.3,0.0012085316577957418,214.79,353.914091093342
725280,1979,14.4,5.321405121445008,71.36,4.493533465886369,0.47,638.25,0.0015416159542235143,205.75,340.45344420344986
726410,1962,13.93,7.007460107356398,71.06,3.98734953428575,0.46,406.7,0.001086409819160755,215.33,349.7037700765278
725190,1974,13.78,5.529221997877985,72.56,4.6663678856852915,0.44,932.3,0.0017288889462607764,207.7,330.07132019779436
724500,1983,18.87,5.364362478162552,66.83,5.490886764178459,0.73,696.5,0.0019491808956598607,235.98,385.6695539258137
725460,1962,16.34,6.647783956156107,70.07,4.108996710940745,0.56,521.3,0.001728432056091531,220.89,351.54505520365507
725480,1978,15.41,7.149229972529606,66.4,4.421202251320968,0.59,737.3,0.0024482183563523927,211.39,334.70337094384547
724510,1984,18.73,6.293992952134422,57.76,8.049880325269784,0.92,326.5,0.001450550604090927,249.93,393.9076578198138
727530,1985,13.12,5.744157611506967,66.4,4.873662466563993,0.51,411.7,0.0012253010412533267,211.95,335.4635653435476
725350,1982,15.28,5.270929749897526,69.84,4.668941934123341,0.53,703.35,0.0019707399879228273,202.03,339.73371856144473
722540,1986,24.82,1.4089401209103982,68.46,6.116230429751829,1.01,456.4,0.002170260312788199,242.04,399.1140947162552
723060,1973,19.61,2.272181466182952,76.77,5.331036017239153,0.54,781.0,0.002679988592749171,220.7,363.96470042990154
726370,1983,15.34,5.822142045243614,69.95,4.229514044848445,0.53,571.5,0.0012022241819350968,204.89,342.02853808936743
723040,1961,20.35,1.9324890145199232,78.49,2.9283924039670692,0.52,736.1,0.0015881753388745556,229.46,390.1968601753898
724320,1963,19.03,3.342477910763344,67.81,5.20424425062824,0.72,595.2,0.0018043241150523855,224.1,368.07630153591504
722350,1973,23.03,1.8058507981452439,69.91,4.278675006745466,0.86,785.2,0.0018766257619605914,228.05,384.37656764377573
725430,1988,17.04,5.944776503938926,61.39,6.696518555368341,0.76,348.7,0.0011431956465411776,233.29,368.8141695609369
725570,1992,15.05,4.42364120546728,70.44,6.236814610507445,0.51,591.7,0.0013472527746332473,203.36,357.9154032819748
725210,1990,15.22,4.364393787962232,73.33,5.445623565557289,0.46,1087.3,0.0019510779665399352,194.39,333.86897862376566
726370,1975,13.9,6.503938148693858,70.96,3.758135280398851,0.46,815.75,0.0017019263151731082,204.24,342.4054628643363
725350,1983,16.93,5.762125869639432,66.34,4.670912856084814,0.66,543.25,0.0007300125339191625,211.03,356.0407398062241
726410,1977,15.84,4.730205633336964,70.42,6.127718897851135,0.54,641.7,0.00165441550750751,221.41,368.0076184555999
725240,1988,16.36,5.511116068601831,65.45,6.117698489712552,0.65,416.9,0.0008455308689971709,223.56,366.27188553996325
726400,1963,14.05,5.36846355506861,69.67,3.9228313788163325,0.49,380.0,0.0010007197569286421,224.02,363.1255318677547
722540,1988,24.46,1.844453597681627,63.79,7.498517920394607,1.13,420.5,0.001898590158036962,254.91,412.0832226709538
726360,1975,13.68,6.443526063805913,70.58,4.158699257967136,0.46,674.6,0.0013777788119058402,211.45,358.5111750076657
722260,1986,22.97,2.1868460012390214,69.88,6.64746915907994,0.86,727.3,0.0023160380870917313,251.84,398.4582068423824
726400,1992,13.44,4.9350702014418255,68.43,4.957912960258409,0.49,564.0,0.001445727772171664,192.11,351.47673606676324
724650,1974,15.86,5.516564799066575,58.44,9.850063081191799,0.75,271.1,0.0008545724788334956,254.85,384.2740683540625
723170,1982,18.86,2.754198914197283,72.41,5.328216026550077,0.61,615.8,0.0022839140267327035,217.95,366.46554805417054
726580,1997,14.1,6.6750091392880675,67.99,5.717555822295587,0.52,726.3,0.0032398886156697064,191.22,317.329250229828
727530,1991,14.9,6.954680456332981,65.36,5.414582230248329,0.59,455.0,0.0017091384213485485,201.08,336.05053186439636
726540,1985,14.95,5.119865753237321,67.6,5.226102214631458,0.55,520.2,0.0012859867575388823,222.91,349.8573740571897
726580,1983,15.34,6.477035337935315,69.49,4.39681751081165,0.54,721.7,0.0012620119806125876,210.41,347.5294326333219
722080,1985,22.87,1.4820848046434811,70.04,5.258574373363959,0.85,904.7,0.0038912118125145746,235.59,383.832693061228
724510,1986,19.46,3.4520318687901828,62.29,8.062686014263157,0.86,441.8,0.003805135997514981,251.6,389.395778501701
722510,1993,24.93,1.1680951963485937,77.44,3.8661020808659847,0.73,716.5,0.0031971721156211484,231.49,399.2852554748515
722340,1974,22.57,1.6753250681957723,72.53,4.821672872936918,0.76,928.4,0.0018286827939879501,222.51,376.4134595281975
722540,1992,23.94,1.487652851410069,70.65,5.108863819304963,0.89,668.8,0.002575499684817941,240.6,415.7847573076978
724320,1992,18.79,3.2757972692775654,70.11,4.91150061251615,0.66,676.4,0.00204709247182018,207.0,366.20799556131357
722530,1983,23.39,1.9240370950377796,62.89,5.687316235618043,1.09,459.9,0.002068769069853371,243.39,405.5357997901046
722350,1983,21.55,2.574583446397376,75.35,4.980260240792528,0.64,1069.8,0.0033631869822230917,230.54,390.51095022121217
722140,1961,22.45,1.4738911540556616,75.68,5.392896110925095,0.67,848.7,0.0020786157211689,229.02,385.31077597822247
723080,1990,20.42,2.5608680444551886,71.77,4.615409253261795,0.69,798.3,0.002278056514666427,224.6,367.4382007201248
722230,1962,23.38,1.9213765679623778,73.88,5.253988105492882,0.76,762.9,0.00286426757994509,224.24,377.790094835522
726510,1962,14.02,8.12001384540969,73.3,5.16791828684531,0.43,648.7,0.0015620193957694931,221.24,349.82612136065654
722350,1964,23.12,1.9669616241820662,70.19,4.744094056037888,0.86,1087.8,0.002485829987071908,229.66,385.48555350814223
726370,1995,14.74,6.168143680557844,70.22,5.181345556725221,0.5,383.4,0.002453636349082158,212.59,357.2287796464034
725260,1983,15.18,4.971329364953784,66.48,3.3460440645255125,0.58,764.7,0.001089236039580968,210.47,357.94440010378344
722510,1961,25.3,0.8797717078143527,72.79,3.515223090190573,0.89,518.2,0.0034191999534928246,221.36,363.98727291424274
726350,2005,15.57,6.2169003693527225,66.5,5.351717815850622,0.6,459.1,0.0019473508036412627,200.26,322.0029588014059
724500,1984,19.33,5.126512762336434,61.05,6.6150146899160545,0.88,459.0,0.001037691800912677,238.45,385.0735987383815
725300,1976,16.5,4.274376194545097,61.61,4.646399282149484,0.73,548.2,0.0010286379425626917,222.8,361.06007811921074
725350,1974,15.83,4.59319693706516,68.11,4.278185681345208,0.58,600.45,0.0011394147349124673,205.78,346.2953548964178
724380,1995,17.91,4.0485285126088995,70.64,5.532269345232638,0.61,631.9,0.0022402166493869905,208.51,368.25335193681053
723080,1985,20.64,2.312395438360888,65.28,5.3404089093681675,0.86,686.6,0.002300744169453723,220.44,364.1016464755876
724290,1993,16.53,4.854413192468784,71.73,4.0322875441486525,0.54,858.2,0.002268753447961519,191.27,356.7222033402786
724400,1973,18.64,3.0279857703861826,72.4,4.27771619168429,0.6,992.65,0.0019159867238550978,223.8,380.09673833076516
725330,1993,15.97,5.3301228487338355,75.41,4.0952056741396055,0.45,722.8,0.001175804193278741,183.61,348.8618285406394
722340,1995,22.93,1.9947060181974738,74.07,6.0145379274694,0.74,758.8,0.002124629374791402,227.45,393.16366417473665
724400,1982,18.98,3.321884752507516,70.55,4.621743828764026,0.65,689.7,0.002362802100912997,223.47,367.66457964337496
725190,1988,14.9,6.066627474177217,68.36,5.606705079676412,0.54,547.3,0.0011394327450864826,216.55,353.10490867388353
725430,1984,14.61,6.954075563623514,69.36,5.595972567874379,0.51,491.4,0.0012603794779776308,206.64,343.46751513649446
722140,1962,23.14,1.898451596678556,74.36,5.8408379192438815,0.74,981.9,0.0030255392165497597,237.63,394.1374176639719
726370,1984,13.79,7.632403852400662,69.19,5.076224979904442,0.49,514.1,0.0011736817506912498,199.49,328.1534557284564
722540,1975,23.09,1.6645385794330223,72.48,5.024701711475342,0.79,720.9,0.003528765241527516,236.11,393.0890894895912
725320,1982,16.43,5.038345587258487,71.27,4.4625715529998065,0.54,747.2,0.002216164439268026,212.57,351.1491715313841
722140,1987,22.78,2.071125665686031,74.38,6.482144419912489,0.72,1236.5,0.002876751265534996,237.92,398.45905540034187
723080,1971,19.4,2.7523216012770404,69.31,5.196215956882287,0.7,703.5,0.0014863124798259139,221.11,370.25565430890396
723170,1994,19.23,2.413047626035845,70.96,6.950034190802149,0.65,615.6,0.0013348975125024986,219.81,381.9570228440242
725280,1989,13.59,6.246205930221018,70.79,5.312080620526008,0.46,684.7,0.0010099103133068713,207.98,347.735881053918
722230,1990,23.31,1.6150979656827376,73.34,5.196560576496731,0.78,821.8,0.0035130802833857207,237.52,391.06283838992994
725320,1974,16.35,4.36897864994237,70.34,4.315965391674531,0.56,763.4,0.0015755343724575632,207.95,349.159306881905
726510,1985,15.16,4.836789560051677,68.82,4.896618017010294,0.54,604.9,0.0010267032009225905,214.16,348.9816723823104
724400,1989,17.66,3.906533784619042,72.62,4.760741426769486,0.56,657.7,0.001941773100360702,222.64,364.8813599061756
722530,1975,23.28,1.4883559243416038,70.18,4.8931609283982285,0.87,448.1,0.0032377335453353043,242.97,395.6071173939792
723080,1983,20.05,2.88150151732979,65.91,5.0649983193166985,0.81,678.7,0.0014213489605673392,222.78,375.7932803467809
722080,1989,22.75,1.90517518365409,75.19,4.389226325949889,0.7,1059.7,0.0024503577880016576,227.35,381.47294592355183
725460,1991,17.98,4.267852732760457,68.61,4.870725143550911,0.65,713.1,0.0011904498660526206,217.01,370.980788452452
724650,1991,16.96,4.943494735042499,60.46,8.753553808544618,0.77,498.6,0.002046710615107341,244.84,404.0854428720185
726360,1982,13.42,6.636819545561673,72.23,4.445079017110563,0.43,506.8,0.0010080471771158105,208.46,350.43871734507275
724230,2003,19.4,2.7059823858068834,71.11,4.619076783157259,0.66,841.5,0.0015193060646181873,206.22,347.3115092730342
725440,1985,17.51,3.779631925037595,65.5,5.75058466951812,0.7,521.5,0.0010607573141968,218.08,359.1784240649116
724340,1974,18.63,3.633304898531334,73.69,5.2775182104963125,0.57,578.2,0.0016541770749644105,216.03,356.22363504742117
724340,1991,21.56,3.0297818242170935,62.01,5.611476619767498,0.99,492.5,0.0011881111199969834,218.4,369.1126629544051
724510,1961,17.26,4.81735757930069,61.95,8.376163464668897,0.76,448.0,0.001470344866912662,249.5,403.84435689927807
722510,1988,24.98,1.3409609916510605,74.04,5.133134282978757,0.84,336.45,0.0026938153230244314,228.18,375.9584522100677
724510,1988,18.92,5.157818784973967,58.35,9.066044915355414,0.92,336.8,0.001322978115265374,262.99,413.4570636868381
725240,1981,15.28,4.688460274095515,66.78,4.170817471868703,0.58,710.8,0.0014871928069898602,203.05,345.71773047095087
725170,1962,15.9,4.684063306997864,67.36,6.68497326824497,0.59,622.0,0.0014192711051614925,212.88,359.4906448879428
724510,1963,20.34,4.063667837150785,55.86,10.766541824629531,1.07,280.0,0.0012493847369355055,261.46,407.98350683370523
725370,1984,14.55,6.671719035721643,63.52,4.343260582615839,0.61,425.2,0.0009936127151087088,205.31,339.56519457727666
722560,1974,24.08,1.918723218936135,64.3,5.879820140584318,1.09,603.1,0.002018901295760047,243.53,402.74839775298705
724340,1963,19.13,3.3170537410488383,64.05,5.768497840292248,0.81,540.9,0.0014341092154800741,234.06,372.84661898936696
