cokey,chkey,prcent,slope_r,slope,hzname,depth,awc,clay,silt,sand,OM,dbthirdbar,th33,th1500,bd,lat,lon
19726639,57641565,50.0,25,35,A,0.0,0.13,13.5,19.5,67.0,0.75,1.52,17.2,8.5,-0.1568,32.462990999999995,-86.709691
19726639,57641566,50.0,25,35,Bt1,8.0,0.15,42.5,29.7,27.8,0.25,1.48,35.0,21.4,-0.3352,32.462990999999995,-86.709691
19726639,57641567,50.0,25,35,Bt2,89.0,0.15,30.0,36.5,33.5,0.1,1.61,25.0,15,-0.2339,32.462990999999995,-86.709691
19726639,57641568,50.0,25,35,C,109.0,0.08,22.5,17.9,59.6,0.0,1.7,20.9,12.9,-0.192,32.462990999999995,-86.709691
19787444,57846824,40.0,1,1,H1,0.0,0.15,11.5,43.2,45.3,5.5,1.43,29.1,14.1,-0.2767,30.787262,-87.712913
19787444,57846822,40.0,1,1,H2,46.0,0.05,5.0,3.0,92.0,1.75,1.6,16.0,6.3,-0.144,30.787262,-87.712913
19787444,57846823,40.0,1,1,H3,137.0,0.09,12.5,12.0,75.5,1.0,1.55,19.3,9.6,-0.1775,30.787262,-87.712913
19802199,57898139,85.0,7,8,H1,0.0,0.08,7.0,9.2,83.8,0.75,1.4,14.1,5.1,-0.127,31.870087,-85.383129
19802199,57898140,85.0,7,8,H2,3.0,0.08,7.0,9.2,83.8,0.75,1.4,14.1,5.1,-0.127,31.870087,-85.383129
19802199,57898141,85.0,7,8,H3,25.0,0.13,26.5,13.5,60.0,0.2,1.5,23.5,16,-0.22,31.870087,-85.383129
19802199,57898142,85.0,7,8,H4,117.0,0.1,15.0,19.1,65.9,0.1,1.53,18.3,9.2,-0.1677,31.870087,-85.383129
19781211,57823615,40.0,25,35,A,0.0,0.13,18.0,15.0,67.0,1.25,1.5,21.8,12.8,-0.203,33.072877000000005,-87.112698
19781211,57823616,40.0,25,35,Bt,38.0,0.1,30.0,10.0,60.0,0.75,1.53,25.7,19.3,-0.2417,33.072877000000005,-87.112698
19651414,57494602,85.0,8,10,A,0.0,0.12,11.0,26.0,63.0,1.25,1.48,17.1,8.3,-0.1562,33.98835,-86.61362199999998
19651414,57494603,85.0,8,10,Bt,13.0,0.1,26.0,18.0,56.0,0.75,1.52,23.2,16.1,-0.2168,33.98835,-86.61362199999998
19651414,57494604,85.0,8,10,BC,76.0,0.11,24.0,14.0,62.0,0.25,1.54,21.7,14.2,-0.2016,33.98835,-86.61362199999998
19797681,57884172,80.0,7,8,H1,0.0,0.13,16.0,18.9,65.1,1.25,1.5,20.9,11.7,-0.194,32.107213,-85.764843
19797681,57884173,80.0,7,8,H2,8.0,0.14,49.0,41.0,10.0,0.25,1.43,35.1,31.3,-0.3367,32.107213,-85.764843
19797681,57884174,80.0,7,8,H3,155.0,0.13,57.5,26.3,16.2,0.1,1.4,22.5,32.7,-0.211,32.107213,-85.764843
19794266,57870603,90.0,3,5,Ap,0.0,0.13,13.5,23.5,63.0,1.0,1.5,18.3,9.3,-0.168,31.691343,-86.68366800000003
19794266,57870604,90.0,3,5,Bt,10.0,0.15,42.5,29.7,27.8,0.25,1.4,35.8,22.2,-0.344,31.691343,-86.68366800000003
19794266,57870605,90.0,3,5,BC,81.0,0.15,28.0,25.0,47.0,0.25,1.5,25.0,17.6,-0.235,31.691343,-86.68366800000003
19794266,57870606,90.0,3,5,C,114.0,0.08,18.0,22.0,60.0,0.0,1.5,20.1,11.4,-0.186,31.691343,-86.68366800000003
19655406,57500717,90.0,1,2,H1,0.0,0.17,21.5,66.9,11.6,1.25,1.45,27.9,12.8,-0.2645,33.737315,-85.897341
19655406,57500718,90.0,1,2,H2,41.0,0.18,23.5,43.6,32.9,0.5,1.4,28.5,13.6,-0.271,33.737315,-85.897341
19655406,57500719,90.0,1,2,H3,140.0,0.08,19.0,69.4,11.6,0.5,1.4,26.9,11.3,-0.255,33.737315,-85.897341
19692059,57574131,85.0,13,15,H1,0.0,0.12,33.0,32.0,35.0,2.0,1.45,25.2,16.6,-0.2375,32.849693,-85.275711
19692059,57574132,85.0,13,15,H2,20.0,0.14,47.5,29.2,23.3,0.5,1.38,37.4,25.1,-0.3602,32.849693,-85.275711
19692059,57574133,85.0,13,15,H3,89.0,0.15,32.0,14.1,53.9,0.5,1.43,25.2,18.7,-0.2377,32.849693,-85.275711
19692059,57574134,85.0,13,15,H4,127.0,0,15.0,25.0,60.0,0.0,1.52,19.2,9.6,-0.1768,32.849693,-85.275711
19645963,57485947,55.0,33,45,H1,0.0,0.16,22.5,37.7,39.8,1.25,1.38,21.7,10.5,-0.2032,34.287561,-85.613443
19645963,57485948,55.0,33,45,H2,33.0,0.15,27.5,52.6,19.9,0.25,1.48,22.6,12.2,-0.2112,34.287561,-85.613443
19645963,57485949,55.0,33,45,H3,76.0,0.14,35.0,47.7,17.3,0.25,1.48,24.6,15.4,-0.2312,34.287561,-85.613443
19785721,57840819,90.0,1,2,H1,0.0,0.13,12.5,41.8,45.7,3.5,1.48,27.4,12.1,-0.2592,32.899478,-86.625823
19785721,57840820,90.0,1,2,H2,20.0,0.18,26.5,50.0,23.5,1.0,1.4,30.4,16,-0.29,32.899478,-86.625823
19785721,57840821,90.0,1,2,H3,102.0,0.12,18.0,19.0,63.0,0.1,1.35,18.3,9.5,-0.1695,32.899478,-86.625823
19786703,57844146,40.0,1,3,A,0.0,0.2,34.0,48.7,17.3,2.0,1.38,33.6,21.2,-0.3222,32.040698,-88.123521
19786703,57844147,40.0,1,3,Bw,10.0,0.17,44.0,49.0,7.0,0.5,1.37,31.8,24.1,-0.3043,32.040698,-88.123521
19786703,57844148,40.0,1,3,Bg,36.0,0.17,47.0,39.0,14.0,0.4,1.48,36.7,26.2,-0.3522,32.040698,-88.123521
19786703,57844149,40.0,1,3,Bssg,76.0,0.17,45.0,36.0,19.0,0.25,1.48,36.3,25,-0.3482,32.040698,-88.123521
19787287,57846365,60.0,20,35,Ap,0.0,0.1,7.0,9.2,83.8,0.75,1.58,15.7,6.1,-0.1412,31.503533,-87.897075
19787287,57846363,60.0,20,35,E,25.0,0.08,7.0,9.2,83.8,0.1,1.66,14.4,5.2,-0.1274,31.503533,-87.897075
19787287,57846364,60.0,20,35,Bt,140.0,0.14,17.0,21.0,62.0,0.1,1.6,20.5,11.5,-0.189,31.503533,-87.897075
19687791,57565804,50.0,1,2,H1,0.0,0.2,22.5,52.7,24.8,2.5,1.45,30.2,16.1,-0.2875,33.287869,-85.857325
19687791,57565803,50.0,1,2,H2,15.0,0.2,26.5,50.0,23.5,1.25,1.4,30.3,16.2,-0.289,33.287869,-85.857325
19687449,57565164,35.0,1,2,H1,0.0,0.2,18.5,38.5,43.0,1.25,1.45,27.8,12.4,-0.2635,33.650912,-85.546255
19687449,57565165,35.0,1,2,H2,15.0,0.19,26.5,17.7,55.8,0.75,1.3,29.5,14.7,-0.282,33.650912,-85.546255
19687449,57565166,35.0,1,2,H3,99.0,0.09,11.0,1.4,87.6,0.75,1.35,17.4,7.6,-0.1605,33.650912,-85.546255
19802154,57898025,40.0,13,20,H1,0.0,0.07,7.0,9.2,83.8,0.75,1.5,15.3,5.8,-0.138,31.391649,-85.982017
19802154,57898026,40.0,13,20,H2,145.0,0.12,25.0,14.0,61.0,0.1,1.5,23.8,15.7,-0.223,31.391649,-85.982017
19643135,57481700,50.0,5,8,A,0.0,0.19,21.0,53.0,26.0,1.25,1.37,26.6,12.3,-0.2523,34.705301,-87.665584
19643135,57481698,50.0,5,8,Bt1,15.0,0.08,48.0,42.0,10.0,0.25,1.47,31.0,24.9,-0.2953,34.705301,-87.665584
19643135,57481699,50.0,5,8,Bt2,46.0,0.14,48.0,29.0,23.0,0.1,1.46,34.9,24.7,-0.3344,34.705301,-87.665584
19791589,57861125,55.0,17,25,E,18.0,0.1,7.0,9.2,83.8,0.75,1.64,15.3,6.1,-0.1366,31.442416,-86.953561
19791589,57861123,55.0,17,25,Bt,157.0,0.12,25.0,18.0,57.0,0.0,1.67,24.1,16.7,-0.2243,31.442416,-86.953561
19688471,57566967,60.0,22,30,Ap,0.0,0.13,12.8,23.0,64.2,1.25,1.56,19.2,10.2,-0.1764,32.908484,-86.31828399999998
19688471,57566971,60.0,22,30,BE,10.0,0.14,29.0,23.7,47.3,0.25,1.54,25.2,18.3,-0.2366,32.908484,-86.31828399999998
19688471,57566972,60.0,22,30,Bt,25.0,0.15,44.4,14.5,41.1,0.25,1.52,33.9,23.8,-0.3238,32.908484,-86.31828399999998
19688471,57566968,60.0,22,30,BC,58.0,0.12,34.5,14.2,51.3,0.25,1.5,28.1,22.1,-0.266,32.908484,-86.31828399999998
19688471,57566969,60.0,22,30,C/B,71.0,0.12,27.2,14.5,58.3,0.25,1.59,25.9,18.5,-0.2431,32.908484,-86.31828399999998
19688471,57566970,60.0,22,30,C,102.0,0.12,17.1,11.5,71.4,0.1,1.63,21.2,11.9,-0.1957,32.908484,-86.31828399999998
19797613,57884005,50.0,4,5,H1,0.0,0.11,6.5,9.2,84.3,0.25,1.48,13.3,4.5,-0.1182,31.316068,-86.45407900000002
19797613,57884006,50.0,4,5,H2,15.0,0.12,20.0,18.8,61.2,0.25,1.4,20.8,11.8,-0.194,31.316068,-86.45407900000002
19797613,57884007,50.0,4,5,H3,46.0,0.13,32.5,14.0,53.5,0.25,1.4,25.8,18.9,-0.244,31.316068,-86.45407900000002
19797613,57884008,50.0,4,5,H4,71.0,0.1,26.5,13.5,60.0,0.25,1.6,24.1,17,-0.225,31.316068,-86.45407900000002
19796737,57880673,40.0,1,1,A,0.0,0.15,28.3,24.2,47.5,1.5,1.52,26.3,19.6,-0.2478,31.688872,-86.30444200000002
19796737,57880674,40.0,1,1,Bw,15.0,0.15,20.0,20.0,60.0,0.75,1.5,22.0,13.3,-0.205,31.688872,-86.30444200000002
19796737,57880675,40.0,1,1,Bg,74.0,0.13,26.5,17.7,55.8,0.5,1.56,25.2,17.7,-0.2364,31.688872,-86.30444200000002
19796737,57880676,40.0,1,1,Cg,157.0,0.13,18.0,20.0,62.0,0.5,1.6,22.2,13.4,-0.206,31.688872,-86.30444200000002
19652111,57496285,90.0,4,6,Ap,0.0,0.17,20.0,38.0,42.0,1.25,1.42,27.0,12.4,-0.2558,34.077222,-86.77943
19652111,57496288,90.0,4,6,Bt,20.0,0.17,43.0,29.0,28.0,0.75,1.5,34.2,21.7,-0.327,34.077222,-86.77943
19652111,57496286,90.0,4,6,BC,137.0,0.17,30.0,35.0,35.0,0.25,1.46,31.1,18.1,-0.2964,34.077222,-86.77943
19803387,57902147,85.0,3,5,H1,0.0,0.09,6.0,6.7,87.3,1.25,1.48,15.3,5.8,-0.1382,31.340755,-85.607344
19803387,57902148,85.0,3,5,H2,15.0,0.07,6.0,1.9,92.1,0.0,1.5,13.0,4.1,-0.115,31.340755,-85.607344
19803387,57902149,85.0,3,5,H3,61.0,0.09,10.0,6.5,83.5,0.0,1.5,16.4,6.8,-0.149,31.340755,-85.607344
19803387,57902146,85.0,3,5,H4,193.0,0.06,4.5,1.4,94.1,0.0,1.53,9.7,3.2,-0.0817,31.340755,-85.607344
19782874,57830158,80.0,1,2,H1,0.0,0.19,20.5,37.5,42.0,2.0,1.55,30.1,15.6,-0.2855,32.363298,-87.09063
19782874,57830159,80.0,1,2,H2,13.0,0.17,42.5,29.7,27.8,0.3,1.5,35.4,23.7,-0.339,32.363298,-87.09063
19640276,57473996,85.0,1,2,H1,0.0,0.17,16.0,40.2,43.8,3.5,1.4,28.5,13.5,-0.271,34.475495,-85.769878
19640276,57473997,85.0,1,2,H2,20.0,0.16,26.5,35.6,37.9,1.5,1.4,30.5,16.5,-0.291,34.475495,-85.769878
19793529,57868215,85.0,9,12,H1,0.0,0.09,11.0,26.2,62.8,1.25,1.4,18.1,8.5,-0.167,32.508465,-86.131699
19793529,57868216,85.0,9,12,H2,15.0,0.13,26.5,17.7,55.8,0.5,1.68,26.1,19.1,-0.2442,32.508465,-86.131699
19793529,57868217,85.0,9,12,H3,96.0,0.13,32.5,14.0,53.5,0.5,1.68,28.5,23.3,-0.2682,32.508465,-86.131699
19796219,57878761,86.0,3,5,A,0.0,0.08,4.6,4.7,90.7,0.75,1.6,11.8,5,-0.102,31.125341,-87.147173
19796219,57878760,86.0,3,5,E1,8.0,0.08,4.6,4.7,90.7,0.5,1.59,10.9,4.1,-0.0931,31.125341,-87.147173
19796219,57878759,86.0,3,5,E2,38.0,0.12,6.7,5.0,88.3,0.5,1.58,15.0,5.5,-0.1342,31.125341,-87.147173
19796219,57878756,86.0,3,5,Bt1,102.0,0.1,7.8,12.2,80.0,0.1,1.63,14.6,5.6,-0.1297,31.125341,-87.147173
19796219,57878757,86.0,3,5,Bt2,135.0,0.1,25.0,19.4,55.6,0.1,1.56,23.4,15.7,-0.2184,31.125341,-87.147173
19796219,57878758,86.0,3,5,Bt3,165.0,0.1,25.0,21.2,53.8,0.1,1.56,23.6,15.8,-0.2204,31.125341,-87.147173
19650139,57492312,85.0,3,5,H1,0.0,0.18,15.0,40.7,44.3,2.0,1.45,25.9,10.9,-0.2445,34.001863,-86.096148
19650139,57492313,85.0,3,5,H2,10.0,0.16,28.5,47.0,24.5,0.75,1.35,29.9,16.4,-0.2855,34.001863,-86.096148
19650139,57492314,85.0,3,5,H3,25.0,0.13,50.0,27.9,22.1,0.25,1.23,40.8,25,-0.3957,34.001863,-86.096148
19719774,57631273,85.0,1,2,H1,0.0,0.18,15.0,54.9,30.1,2.0,1.45,27.0,11.4,-0.2555,33.761297,-87.73328199999997
19719774,57631274,85.0,1,2,H2,28.0,0.17,26.0,36.0,38.0,0.0,1.55,29.1,15.4,-0.2755,33.761297,-87.73328199999997
19644725,57484023,90.0,1,2,A,0.0,0.13,10.0,26.0,64.0,1.25,1.44,17.2,7.9,-0.1576,34.464113,-87.803485
19644725,57484024,90.0,1,2,C1,28.0,0.12,10.0,26.0,64.0,0.2,1.5,15.7,6.6,-0.142,34.464113,-87.803485
19644725,57484021,90.0,1,2,C2,46.0,0.12,10.0,25.0,65.0,0.2,1.58,15.6,6.5,-0.1402,34.464113,-87.803485
19644725,57484022,90.0,1,2,Cg1,87.0,0.12,10.0,26.0,64.0,0.2,1.52,15.8,6.7,-0.1428,34.464113,-87.803485
19644725,57484020,90.0,1,2,Cg2,97.0,0.12,10.0,25.0,65.0,0.2,1.58,15.8,6.6,-0.1422,34.464113,-87.803485
19803755,57903786,25.0,1,2,H1,0.0,0.08,7.0,9.2,83.8,1.25,1.45,15.7,6.2,-0.1425,31.10133,-85.81685300000002
19803755,57903785,25.0,1,2,H2,43.0,0.07,5.5,1.6,92.9,0.5,1.45,10.5,4,-0.0905,31.10133,-85.81685300000002
19781498,57824518,90.0,2,3,H1,0.0,0.14,50.0,27.9,22.1,5.0,1.25,41.5,30.4,-0.4025,32.828301,-87.927497
19781498,57824519,90.0,2,3,H2,10.0,0.14,68.5,22.0,9.5,1.0,1.15,46.7,34.5,-0.4555,32.828301,-87.927497
19781498,57824520,90.0,2,3,H3,104.0,0.08,57.5,26.3,16.2,0.1,1.25,41.7,28.7,-0.4045,32.828301,-87.927497
19781590,57824814,50.0,10,15,A,0.0,0.13,13.5,19.5,67.0,0.75,1.5,17.2,8.5,-0.157,32.782032,-87.745699
19781590,57824817,50.0,10,15,Bt1,8.0,0.15,42.5,29.7,27.8,0.25,1.4,35.0,21.4,-0.336,32.782032,-87.745699
19781590,57824815,50.0,10,15,Bt2,89.0,0.15,30.0,36.5,33.5,0.1,1.5,25.0,15,-0.235,32.782032,-87.745699
19781590,57824816,50.0,10,15,C,109.0,0.08,22.5,17.9,59.6,0.0,1.5,20.9,12.9,-0.194,32.782032,-87.745699
19610120,57387538,45.0,24,35,H1,0.0,0.1,7.0,2.6,90.4,0.75,1.5,14.9,5.6,-0.134,31.543168,-85.150931
19610120,57387539,45.0,24,35,H2,112.0,0.12,25.0,18.0,57.0,0.5,1.5,23.8,15.9,-0.223,31.543168,-85.150931
19608065,57383723,90.0,4,5,H1,0.0,0.11,13.0,19.6,67.4,1.25,1.5,19.1,9.7,-0.176,31.197629,-85.314436
19608065,57383724,90.0,4,5,H2,36.0,0.15,47.5,2.8,49.7,0.25,1.4,32.1,25.4,-0.307,31.197629,-85.314436
19608065,57383725,90.0,4,5,H3,96.0,0.08,42.5,7.7,49.8,0.25,1.4,30.7,22.7,-0.293,31.197629,-85.314436
19608065,57383726,90.0,4,5,H4,206.0,0.1,27.5,17.4,55.1,0.25,1.55,25.4,18,-0.2385,31.197629,-85.314436
19639543,57472392,85.0,4,5,H1,0.0,0.15,17.5,19.4,63.1,2.0,1.58,21.2,13.7,-0.1962,34.74344,-86.074738
19639543,57472393,85.0,4,5,H2,23.0,0.18,24.0,39.5,36.5,0.25,1.63,27.1,14.2,-0.2547,34.74344,-86.074738
19659679,57508279,55.0,2,4,H1,0.0,0.2,22.5,52.7,24.8,2.0,1.43,29.2,15,-0.2777,33.501163,-86.900642
19659679,57508280,55.0,2,4,H2,20.0,0.14,52.5,29.3,18.2,0.75,1.48,37.1,29.2,-0.3562,33.501163,-86.900642
19719074,57629419,85.0,5,8,Ap,0.0,0.15,8.5,26.9,64.6,1.25,1.45,16.3,7,-0.1485,33.761304,-88.14111700000002
19719074,57629420,85.0,5,8,Bt1,18.0,0.16,25.5,38.9,35.6,0.5,1.48,29.1,15.1,-0.2762,33.761304,-88.14111700000002
19719074,57629421,85.0,5,8,Bt2,107.0,0.15,19.5,38.1,42.4,0.1,1.48,26.1,11.2,-0.2462,33.761304,-88.14111700000002
19719074,57629422,85.0,5,8,BC,185.0,0.15,19.5,38.1,42.4,0.1,1.48,26.1,11.2,-0.2462,33.761304,-88.14111700000002
19632771,57451177,90.0,1,2,H1,0.0,0.2,19.0,54.0,27.0,3.0,1.45,27.4,13.9,-0.2595,34.880099,-87.630637
19632771,57451176,90.0,1,2,H2,23.0,0.18,25.0,51.0,24.0,0.0,1.45,27.3,13.4,-0.2585,34.880099,-87.630637
19632771,57451175,90.0,1,2,H3,97.0,0.09,16.0,28.9,55.1,0.0,1.43,11.7,5.8,-0.1027,34.880099,-87.630637
19642105,57480076,90.0,1,2,H1,0.0,0.15,22.5,52.7,24.8,2.0,1.43,24.1,12.4,-0.2267,34.616736,-87.35840300000002
19642105,57480077,90.0,1,2,H2,18.0,0.12,22.5,52.7,24.8,0.5,1.43,21.8,10.3,-0.2037,34.616736,-87.35840300000002
19642105,57480078,90.0,1,2,H3,86.0,0.09,22.5,52.7,24.8,0.5,1.43,18.9,8.9,-0.1747,34.616736,-87.35840300000002
19692457,57575321,100.0,8,10,Ap,0.0,0.13,12.5,19.6,67.9,0.75,1.56,18.1,8.8,-0.1654,32.592172,-85.218891
19692457,57575322,100.0,8,10,Bt,20.0,0.12,52.5,1.6,45.9,0.25,1.46,32.5,27.5,-0.3104,32.592172,-85.218891
19692457,57575323,100.0,8,10,C,107.0,0.12,17.5,39.5,43.0,0.25,1.58,25.7,10.9,-0.2412,32.592172,-85.218891
19624271,57425601,85.0,4,6,Ap,0.0,0.15,21.0,53.0,26.0,1.25,1.48,24.4,11.8,-0.2292,34.772913,-86.975075
19624271,57425602,85.0,4,6,Bt1,38.0,0.14,29.0,52.0,19.0,0.25,1.46,24.9,13.7,-0.2344,34.772913,-86.975075
19624271,57425603,85.0,4,6,Bt2,48.0,0.12,55.0,28.0,17.0,0.1,1.34,28.5,20.4,-0.2716,34.772913,-86.975075
19783902,57833857,50.0,5,8,Ap,0.0,0.15,31.0,60.0,9.0,1.5,1.45,33.9,23.6,-0.3245,32.260385,-86.633485
19783902,57833858,50.0,5,8,Bk,15.0,0.15,46.0,48.4,5.6,1.0,1.35,30.5,24,-0.2915,32.260385,-86.633485
19786517,57843540,45.0,1,1,H1,0.0,0.16,11.5,30.0,58.5,3.5,1.5,21.8,12.7,-0.203,32.391813,-85.857132
19786517,57843541,45.0,1,1,H2,18.0,0.16,26.5,35.6,37.9,1.5,1.4,24.9,17.2,-0.235,32.391813,-85.857132
19786517,57843542,45.0,1,1,H3,147.0,0.07,8.0,7.0,85.0,0.25,1.5,15.1,5.7,-0.136,32.391813,-85.857132
19638822,57471605,80.0,33,40,H1,0.0,0.13,45.0,48.4,6.6,3.0,1.4,30.4,25,-0.29,34.714667,-86.477704
19638822,57471603,80.0,33,40,H2,15.0,0.12,45.0,28.9,26.1,2.0,1.4,33.6,23.5,-0.322,34.714667,-86.477704
19781931,57826074,90.0,3,5,Ap,0.0,0.12,55.0,39.5,5.5,1.25,1.43,39.2,31.3,-0.3777,32.263219,-87.882944
19781931,57826071,90.0,3,5,Btss,10.0,0.14,72.5,10.4,17.1,0.0,1.48,40.6,28,-0.3912,32.263219,-87.882944
19781931,57826072,90.0,3,5,Bss,43.0,0.14,72.5,10.4,17.1,0.0,1.48,40.6,28,-0.3912,32.263219,-87.882944
19654674,57499258,50.0,28,35,A,0.0,0.15,8.5,26.9,64.6,1.25,1.6,17.8,8,-0.162,34.119563,-87.841965
19654674,57499259,50.0,28,35,Bt1,15.0,0.16,25.5,23.4,51.1,0.6,1.5,24.9,16.9,-0.234,34.119563,-87.841965
19654674,57499260,50.0,28,35,Bt2,114.0,0.15,19.5,14.9,65.6,0.3,1.62,22.6,13.7,-0.2098,34.119563,-87.841965
19640687,57474966,85.0,8,10,H1,0.0,0.16,22.5,52.7,24.8,1.25,1.38,21.7,10.5,-0.2032,34.417155,-86.29820699999998
19640687,57474967,85.0,8,10,H2,30.0,0.15,27.5,52.6,19.9,0.25,1.48,22.6,12.2,-0.2112,34.417155,-86.29820699999998
19640687,57474968,85.0,8,10,H3,61.0,0.14,35.0,47.7,17.3,0.25,1.48,24.6,15.4,-0.2312,34.417155,-86.29820699999998
19786998,57845334,55.0,2,8,Ap,0.0,0.15,10.0,26.0,64.0,2.0,1.54,19.5,9.9,-0.1796,30.759608,-88.10759
19786998,57845333,55.0,2,8,Bt1,13.0,0.17,14.0,41.2,44.8,0.2,1.54,24.8,8.9,-0.2326,30.759608,-88.10759
19786998,57845336,55.0,2,8,Bt2,84.0,0.13,11.0,35.4,53.6,0.2,1.64,18.2,8.4,-0.1656,30.759608,-88.10759
19786998,57845335,55.0,2,8,BC,173.0,0.12,6.0,41.6,52.4,0.2,1.56,13.1,4.2,-0.1154,30.759608,-88.10759
19790704,57857732,50.0,20,35,A,0.0,0.09,10.0,23.4,66.6,1.5,1.52,8.0,3.8,-0.0648,31.48089,-87.41212800000002
19790704,57857733,50.0,20,35,E,8.0,0.12,12.5,20.2,67.3,0.5,1.58,12.7,6.1,-0.1112,31.48089,-87.41212800000002
19790704,57857734,50.0,20,35,Bt,25.0,0.09,23.5,17.2,59.3,0.25,1.63,13.2,8.8,-0.1157,31.48089,-87.41212800000002
19790704,57857735,50.0,20,35,C,102.0,0.09,10.0,23.4,66.6,0.15,1.59,7.1,3,-0.0551,31.48089,-87.41212800000002
19725046,57639503,85.0,1,2,Ap,0.0,0.18,51.5,41.6,6.9,4.5,1.31,34.7,23.8,-0.3339,32.352288,-86.236115
19725046,57639502,85.0,1,2,AB,20.0,0.15,54.5,39.5,6.0,1.25,1.34,44.8,29.4,-0.4346,32.352288,-86.236115
19725046,57639504,85.0,1,2,Bssg1,41.0,0.14,53.6,34.9,11.5,1.5,1.31,47.4,35.4,-0.4609,32.352288,-86.236115
19725046,57639505,85.0,1,2,Bssg2,66.0,0.14,52.7,36.2,11.1,1.0,1.34,47.4,35.4,-0.4606,32.352288,-86.236115
19725046,57639506,85.0,1,2,Bkss1,114.0,0.14,57.6,31.4,11.0,0.75,1.34,47.4,35.4,-0.4606,32.352288,-86.236115
19725046,57639507,85.0,1,2,Bkss2,147.0,0.14,33.7,58.2,8.1,0.5,1.44,47.4,35.4,-0.4596,32.352288,-86.236115
19641494,57478655,85.0,4,5,Ap,0.0,0.19,19.5,50.0,30.5,1.25,1.46,26.5,12.2,-0.2504,34.49765,-86.840474
19641494,57478659,85.0,4,5,Bw,18.0,0.18,24.0,36.9,39.1,0.75,1.5,27.7,14.2,-0.262,34.49765,-86.840474
19641494,57478656,85.0,4,5,E/Btx,58.0,0.1,19.0,20.0,61.0,0.25,1.35,19.0,10.2,-0.1765,34.49765,-86.840474
19641494,57478657,85.0,4,5,E/Btx,66.0,0.1,22.4,25.8,51.8,0.25,1.35,20.4,12,-0.1905,34.49765,-86.840474
19641494,57478660,85.0,4,5,Btx,83.0,0.1,24.6,25.1,50.3,0.1,1.35,21.1,13,-0.1975,34.49765,-86.840474
19641494,57478658,85.0,4,5,Bt,122.0,0.15,26.1,16.0,57.9,0.1,1.6,23.5,16.3,-0.219,34.49765,-86.840474
19781811,57825724,50.0,25,35,A,0.0,0.13,13.5,19.5,67.0,0.75,1.52,17.2,8.5,-0.1568,32.583752000000004,-87.244113
19781811,57825725,50.0,25,35,Bt1,8.0,0.15,42.5,29.7,27.8,0.25,1.48,35.0,21.4,-0.3352,32.583752000000004,-87.244113
19781811,57825726,50.0,25,35,Bt2,89.0,0.15,30.0,36.5,33.5,0.1,1.61,25.0,15,-0.2339,32.583752000000004,-87.244113
19781811,57825727,50.0,25,35,C,109.0,0.08,22.5,17.9,59.6,0.0,1.7,20.9,12.9,-0.192,32.583752000000004,-87.244113
19720063,57632165,45.0,11,15,Ap,0.0,0.1,13.5,20.0,66.5,0.75,1.55,20.1,10.5,-0.1855,33.1651,-88.066781
19720063,57632164,45.0,11,15,Bt,10.0,0.15,47.0,29.7,23.3,0.25,1.46,37.1,26,-0.3564,33.1651,-88.066781
19720063,57632163,45.0,11,15,C,99.0,0.15,15.0,15.0,70.0,0.1,1.55,19.9,10.4,-0.1835,33.1651,-88.066781
19802096,57897867,85.0,6,8,Ap,0.0,0.13,14.0,22.1,63.9,1.0,1.65,19.7,10.1,-0.1805,31.795715,-85.871851
19802096,57897868,85.0,6,8,EB,10.0,0.13,14.0,22.1,63.9,0.25,1.65,19.7,10.1,-0.1805,31.795715,-85.871851
19802096,57897870,85.0,6,8,Bt1,25.0,0.15,26.5,12.0,61.5,0.25,1.65,26.1,18.7,-0.2445,31.795715,-85.871851
19802096,57897869,85.0,6,8,Bt2,71.0,0.11,32.5,14.0,53.5,0.25,1.6,28.1,22.2,-0.265,31.795715,-85.871851
19802096,57897872,85.0,6,8,BC,91.0,0.13,17.0,22.1,60.9,0.25,1.65,19.7,10.1,-0.1805,31.795715,-85.871851
19802096,57897871,85.0,6,8,C,112.0,0.13,17.0,22.1,60.9,0.25,1.65,19.7,10.1,-0.1805,31.795715,-85.871851
19689205,57568656,100.0,8,10,Ap,0.0,0.1,34.0,29.0,37.0,1.25,1.4,26.4,16.8,-0.25,33.311843,-85.48548199999998
19689205,57568653,100.0,8,10,Bt,10.0,0.12,48.0,22.0,30.0,0.25,1.5,32.9,24.1,-0.314,33.311843,-85.48548199999998
19689205,57568654,100.0,8,10,BC,71.0,0.16,30.0,27.0,43.0,0.25,1.47,29.2,17.1,-0.2773,33.311843,-85.48548199999998
19689205,57568655,100.0,8,10,C,89.0,0.12,12.0,23.0,65.0,0.1,1.63,15.7,7.3,-0.1407,33.311843,-85.48548199999998
19798623,57887887,80.0,3,5,Ap,0.0,0.09,8.0,9.0,83.0,1.25,1.6,17.4,7.7,-0.158,32.311221,-85.074752
19798623,57887885,80.0,3,5,E,18.0,0.09,8.0,9.0,83.0,0.6,1.64,16.5,6.9,-0.1486,32.311221,-85.074752
19798623,57887888,80.0,3,5,Bt1,25.0,0.08,12.5,18.0,69.5,0.25,1.56,16.9,7.3,-0.1534,32.311221,-85.074752
19798623,57887889,80.0,3,5,Bt2,35.0,0.11,32.5,6.5,61.0,0.25,1.6,27.3,21.5,-0.257,32.311221,-85.074752
