cokey,chkey,prcent,slope_r,slope,hzname,depth,awc,clay,silt,sand,OM,dbthirdbar,th33,th1500,bd,lat,lon
20133098,59085007,90.0,4,8,C,152.0,0.01,14.0,46.0,40.0,0.3,1.65,18.0,6.9,-0.1635,41.623908,-75.250528
20132847,59083753,80.0,6,8,Ap,0.0,0.23,18.0,53.0,29.0,2.5,1.31,27.7,12.4,-0.2639,40.316197,-79.445033
20132847,59083749,80.0,6,8,Bt1,23.0,0.18,25.0,58.0,17.0,0.8,1.49,30.2,15.9,-0.2871,40.316197,-79.445033
20132847,59083750,80.0,6,8,Bt2,41.0,0.18,26.0,62.0,12.0,0.5,1.54,30.7,16.6,-0.2916,40.316197,-79.445033
20132847,59083751,80.0,6,8,Bt3,56.0,0.18,25.0,64.0,11.0,0.3,1.62,30.3,16.3,-0.2868,40.316197,-79.445033
20132847,59083752,80.0,6,8,BC,79.0,0.13,34.0,51.0,15.0,0.2,1.62,31.0,20.2,-0.2938,40.316197,-79.445033
20132847,59083755,80.0,6,8,C,117.0,0.11,29.0,52.0,19.0,0.2,1.62,26.0,15.3,-0.2438,40.316197,-79.445033
20133410,59086472,55.0,32,70,A,3.0,0.16,14.0,47.0,39.0,15.0,1.1,23.8,15.3,-0.227,41.518514,-75.983216
20133410,59086470,55.0,32,70,Bw1,13.0,0.11,12.0,46.0,42.0,3.0,1.3,17.0,6.6,-0.157,41.518514,-75.983216
20133410,59086468,55.0,32,70,Bw2,38.0,0.1,14.0,45.0,41.0,1.5,1.45,14.6,5.7,-0.1315,41.518514,-75.983216
20133410,59086471,55.0,32,70,C,61.0,0.07,14.0,41.0,45.0,0.5,1.45,8.8,3.2,-0.07350001,41.518514,-75.983216
20132047,59080110,85.0,2,3,Ap,0.0,0.21,17.5,53.4,29.1,2.0,1.3,25.3,10.8,-0.24,39.99324,-76.755266
20132047,59080111,85.0,2,3,Bt,20.0,0.11,26.0,54.3,19.7,0.25,1.5,27.1,14.2,-0.256,39.99324,-76.755266
20132047,59080112,85.0,2,3,Btx,74.0,0.08,25.0,54.5,20.5,0.25,1.7,22.4,12.4,-0.207,39.99324,-76.755266
20354700,59748897,85.0,0,2,Cg,30.0,0.06,0.5,1.0,98.5,3.0,1.18,10.5,3.8,-0.0932,41.713763,-71.297009
20354864,59749608,85.0,12,15,A,3.0,0.11,2.0,17.0,81.0,5.5,1.13,15.1,6.4,-0.1397,41.696365,-71.465106
20354864,59749607,85.0,12,15,Bw1,20.0,0.09,2.0,17.0,81.0,0.5,1.64,8.0,1.8,-0.0636,41.696365,-71.465106
20354864,59749606,85.0,12,15,Bw2,28.0,0.08,2.0,17.0,81.0,0.3,1.69,7.2,1.5,-0.0551,41.696365,-71.465106
20354864,59749605,85.0,12,15,BC,41.0,0.07,1.0,15.0,84.0,0.1,1.71,4.0,0.6,-0.0229,41.696365,-71.465106
20354864,59749604,85.0,12,15,C,48.0,0.03,1.0,4.0,95.0,0.08,1.64,2.4,0.4,-0.007600001,41.696365,-71.465106
20354750,59749116,90.0,6,8,Ap,0.0,0.19,6.0,51.0,43.0,4.0,1.2,21.0,6.8,-0.198,41.55434,-71.27018100000002
20354750,59749114,90.0,6,8,Bw,20.0,0.16,6.0,51.0,43.0,1.0,1.45,14.9,3.1,-0.1345,41.55434,-71.27018100000002
20354750,59749115,90.0,6,8,Cd,61.0,0.09,6.0,51.0,43.0,0.1,1.85,13.8,3.1,-0.1195,41.55434,-71.27018100000002
20355425,59752140,55.0,8,15,A,5.0,0.16,7.3,31.5,61.2,7.75,1.3,21.7,13.3,-0.204,41.842785,-71.464265
20355425,59752141,55.0,8,15,Bw1,13.0,0.15,6.3,30.5,63.2,0.57,1.52,13.8,4.9,-0.1228,41.842785,-71.464265
20355425,59752142,55.0,8,15,Bw2,41.0,0.14,2.3,31.5,66.2,0.43,1.52,8.5,1.9,-0.0698,41.842785,-71.464265
20355425,59752139,55.0,8,15,2C,56.0,0.08,2.0,18.9,79.1,0.1,1.62,6.5,1.2,-0.0488,41.842785,-71.464265
20354837,59749475,82.0,5,8,A,5.0,0.12,7.0,32.0,61.0,7.01,1.09,19.4,10.3,-0.1831,41.444132,-71.599808
20354837,59749474,82.0,5,8,Bw1,23.0,0.12,7.0,32.0,61.0,1.04,1.49,14.2,5.6,-0.1271,41.444132,-71.599808
20354837,59749471,82.0,5,8,Bw2,51.0,0.12,7.0,32.0,61.0,0.83,1.49,13.8,5.3,-0.1231,41.444132,-71.599808
20354837,59749473,82.0,5,8,Cd,81.0,0.1,7.0,32.0,61.0,0.14,1.88,11.8,4.6,-0.0992,41.444132,-71.599808
19543396,57184400,92.0,28,40,A,0.0,0.1,14.0,19.0,67.0,0.75,1.52,19.6,10,-0.1808,34.216542,-82.47221
19543396,57184397,92.0,28,40,Bt,13.0,0.14,45.0,21.0,34.0,0.25,1.44,37.1,24.8,-0.3566,34.216542,-82.47221
19543396,57184398,92.0,28,40,BC,56.0,0.12,32.0,28.0,40.0,0.25,1.54,33.5,21,-0.3196,34.216542,-82.47221
19543396,57184399,92.0,28,40,C,84.0,0.12,18.0,32.0,50.0,0.1,1.59,27.2,11.6,-0.2561,34.216542,-82.47221
19802489,57899120,65.0,11,15,A,0.0,0.06,6.0,6.0,88.0,0.75,1.45,14.3,5,-0.1285,33.506742,-81.72992099999998
19802489,57899121,65.0,11,15,E,8.0,0.06,6.0,6.0,88.0,0.25,1.45,13.3,4.3,-0.1185,33.506742,-81.72992099999998
19802489,57899122,65.0,11,15,Bt1,25.0,0.13,26.5,17.7,55.8,0.25,1.55,25.3,17.6,-0.2375,33.506742,-81.72992099999998
19802489,57899123,65.0,11,15,Bt2,56.0,0.06,31.5,14.4,54.1,0.25,1.85,27.5,24.9,-0.2565,33.506742,-81.72992099999998
19802489,57899124,65.0,11,15,C,152.0,0.06,10.0,3.0,87.0,0.25,1.73,17.9,8.2,-0.1617,33.506742,-81.72992099999998
19543496,57184747,95.0,4,6,A,0.0,0.06,5.0,3.0,92.0,1.25,1.5,12.1,5.3,-0.106,32.953496,-81.415806
19543496,57184748,95.0,4,6,E,25.0,0.06,5.0,3.0,92.0,0.2,1.5,10.4,3.7,-0.08899999,32.953496,-81.415806
19543496,57184749,95.0,4,6,Bt,64.0,0.13,26.5,13.5,60.0,0.1,1.5,24.8,16.8,-0.233,32.953496,-81.415806
19543493,57184738,100.0,8,10,Ap,0.0,0.13,12.5,12.5,75.0,1.25,1.55,19.6,10,-0.1805,34.543832,-82.610065
19543493,57184741,100.0,8,10,Bt,15.0,0.16,45.0,25.0,30.0,0.25,1.3,40.0,23.9,-0.387,34.543832,-82.610065
19543493,57184739,100.0,8,10,BC,86.0,0.14,30.0,34.1,35.9,0.25,1.35,30.3,16.8,-0.2895,34.543832,-82.610065
19543493,57184740,100.0,8,10,C,117.0,0.12,28.0,37.0,35.0,0.1,1.4,26.4,14.2,-0.25,34.543832,-82.610065
19543733,57185535,45.0,1,2,A,0.0,0.12,12.5,41.8,45.7,3.0,1.55,27.1,12,-0.2555,33.240346,-81.0105
19543733,57185536,45.0,1,2,Btg1,38.0,0.13,19.0,16.0,65.0,0.6,1.4,20.6,11.6,-0.192,33.240346,-81.0105
19543733,57185537,45.0,1,2,Btg2,102.0,0.15,25.0,20.0,55.0,0.1,1.58,24.3,16.4,-0.2272,33.240346,-81.0105
19543733,57185538,45.0,1,2,2Cg,147.0,0.04,4.0,4.0,92.0,0.1,1.6,9.4,3,-0.07799999,33.240346,-81.0105
19802417,57898887,90.0,3,6,A,0.0,0.05,4.0,1.4,94.6,0.75,1.45,10.0,3.5,-0.0855,33.244215000000004,-81.434134
19802417,57898888,90.0,3,6,E,13.0,0.05,4.0,1.4,94.6,0.75,1.45,10.0,3.5,-0.0855,33.244215000000004,-81.434134
19802417,57898889,90.0,3,6,Bt,137.0,0.13,18.0,17.0,65.0,0.25,1.6,21.3,12.2,-0.197,33.244215000000004,-81.434134
19802417,57898890,90.0,3,6,Btg,188.0,0.14,26.0,13.7,60.3,0.25,1.65,25.4,18,-0.2375,33.244215000000004,-81.434134
20162117,59176030,100.0,1,2,A,0.0,0.18,17.5,40.0,42.5,6.5,1.33,30.7,17,-0.2937,33.235598,-79.947062
20162117,59176029,100.0,1,2,Btg,36.0,0.16,47.5,29.2,23.3,0.25,1.5,36.3,26.4,-0.348,33.235598,-79.947062
20162117,59176031,100.0,1,2,Cg,127.0,0.09,50.0,27.9,22.1,0.25,1.3,40.2,26,-0.389,33.235598,-79.947062
20162369,59176819,85.0,4,6,Ap,0.0,0.1,5.0,16.5,78.5,1.25,1.68,15.0,5.7,-0.1332,33.707381,-80.752607
20162369,59176820,85.0,4,6,E,18.0,0.1,5.0,16.5,78.5,0.25,1.68,12.9,4.1,-0.1122,33.707381,-80.752607
20162369,59176821,85.0,4,6,Bt,41.0,0.13,26.5,17.7,55.8,0.25,1.6,25.3,17.9,-0.237,33.707381,-80.752607
20162340,59176761,100.0,11,15,Ap,0.0,0.17,20.0,40.0,40.0,1.25,1.4,28.1,12.8,-0.267,34.991594,-81.580905
20162340,59176762,100.0,11,15,Bt,15.0,0.13,50.0,27.9,22.1,0.2,1.5,36.8,27.7,-0.353,34.991594,-81.580905
20162340,59176763,100.0,11,15,C,89.0,0.12,25.0,20.0,55.0,0.1,1.6,24.9,16.9,-0.233,34.991594,-81.580905
20162379,59176844,100.0,4,6,Ap,0.0,0.14,15.0,19.6,65.4,1.25,1.5,20.6,11.5,-0.191,34.703244,-81.161204
20162379,59176845,100.0,4,6,Btss,18.0,0.19,50.0,27.9,22.1,0.2,1.33,40.4,26.7,-0.3907,34.703244,-81.161204
20162379,59176846,100.0,4,6,C,61.0,0.16,25.0,36.5,38.5,0.25,1.45,29.6,14.8,-0.2815,34.703244,-81.161204
20162567,59177381,91.0,8,10,A,0.0,0.05,7.0,2.0,91.0,0.4,1.64,12.5,5.7,-0.1086,34.620153,-80.199664
20162567,59177380,91.0,8,10,E,25.0,0.04,4.0,1.0,95.0,0.25,1.64,9.8,3.3,-0.0816,34.620153,-80.199664
20162567,59177379,91.0,8,10,E and Bt,124.0,0.05,6.0,2.0,92.0,0.25,1.75,11.9,5,-0.1015,34.620153,-80.199664
19551486,57211364,100.0,1,2,Ap,0.0,0.13,10.0,23.4,66.6,1.5,1.45,17.5,8,-0.1605,33.574611,-80.266462
19551486,57211365,100.0,1,2,Btg,13.0,0.16,27.0,17.6,55.4,0.25,1.4,23.9,15.8,-0.225,33.574611,-80.266462
19551390,57211094,85.0,1,2,A1,0.0,0.04,7.5,6.6,85.9,1.5,1.45,16.7,7,-0.1525,32.810409,-80.598218
19551390,57211095,85.0,1,2,B2,41.0,0.11,27.5,17.4,55.1,0.2,1.6,26.1,18.8,-0.245,32.810409,-80.598218
19551390,57211096,85.0,1,2,B4,147.0,0.12,15.0,21.9,63.1,0.1,1.6,19.8,10.2,-0.182,32.810409,-80.598218
19610085,57387448,85.0,3,6,Ap,0.0,0.05,5.0,2.0,93.0,0.75,1.6,11.5,4.7,-0.099,34.366021999999994,-79.893061
19610085,57387447,85.0,3,6,E,15.0,0.05,5.0,2.0,93.0,0.3,1.64,10.8,4.1,-0.0916,34.366021999999994,-79.893061
19610085,57387446,85.0,3,6,Bt,160.0,0.12,22.0,13.0,65.0,0.25,1.63,23.9,15.4,-0.2227,34.366021999999994,-79.893061
19609898,57386800,100.0,1,2,A,0.0,0.15,16.0,19.5,64.5,3.0,1.55,23.9,15.5,-0.2235,34.327355,-79.359316
19609898,57386798,100.0,1,2,Eg,18.0,0.15,16.0,19.5,64.5,3.0,1.55,23.9,15.5,-0.2235,34.327355,-79.359316
19609898,57386799,100.0,1,2,Btg,20.0,0.16,47.5,29.2,23.3,0.2,1.35,39.5,25.5,-0.3815,34.327355,-79.359316
19609923,57386888,95.0,1,2,Ap,0.0,0.19,10.0,60.0,30.0,1.25,1.45,23.3,7.5,-0.2185,33.044709000000005,-80.379622
19609923,57386892,95.0,1,2,Eg,20.0,0.19,8.0,62.0,30.0,0.25,1.45,20.2,5,-0.1875,33.044709000000005,-80.379622
19609923,57386889,95.0,1,2,Btg1,38.0,0.19,20.0,50.0,30.0,0.25,1.45,27.4,11.9,-0.2595,33.044709000000005,-80.379622
19609923,57386890,95.0,1,2,Btg2,66.0,0.11,50.0,44.7,5.3,0.25,1.35,32.6,26.4,-0.3125,33.044709000000005,-80.379622
19609923,57386891,95.0,1,2,BCg,170.0,0.15,30.0,36.5,33.5,0.1,1.35,30.5,16.8,-0.2915,33.044709000000005,-80.379622
19609797,57386470,88.0,8,10,Bt,15.0,0.1,54.8,15.6,29.6,0.1,1.4,39.8,29.7,-0.384,33.729609,-82.018103
19609797,57386472,88.0,8,10,BC,107.0,0.15,34.9,20.1,45.0,0.1,1.4,33.3,20.6,-0.319,33.729609,-82.018103
19719890,57631608,88.0,20,25,A,0.0,0.1,14.0,19.0,67.0,0.75,1.52,19.6,10,-0.1808,34.359413,-81.147413
19719890,57631609,88.0,20,25,Bt,8.0,0.14,45.0,21.0,34.0,0.25,1.44,37.1,24.8,-0.3566,34.359413,-81.147413
19719890,57631610,88.0,20,25,BC,74.0,0.14,32.0,28.0,40.0,0.25,1.54,33.5,21,-0.3196,34.359413,-81.147413
19719890,57631611,88.0,20,25,C,132.0,0.12,18.0,32.0,50.0,0.1,1.59,27.2,11.6,-0.2561,34.359413,-81.147413
19720040,57632087,90.0,1,2,Ap,0.0,0.6,8.0,6.0,86.0,1.25,1.5,16.2,6.9,-0.147,34.016102000000004,-79.619286
19720040,57632088,90.0,1,2,E,18.0,0.13,8.0,6.0,86.0,0.25,1.5,14.7,5.5,-0.132,34.016102000000004,-79.619286
19720040,57632089,90.0,1,2,Bt,96.0,0.14,24.0,17.8,58.2,0.1,1.4,22.3,13.8,-0.209,34.016102000000004,-79.619286
19724271,57637537,95.0,1,2,A,0.0,0.22,15.0,41.0,44.0,2.5,1.4,27.2,11.7,-0.258,33.481472,-79.33229
19724271,57637538,95.0,1,2,Btg,15.0,0.16,45.0,29.0,26.0,0.25,1.52,35.4,25.1,-0.3388,33.481472,-79.33229
19724262,57637512,100.0,13,15,Ap,0.0,0.12,13.5,19.5,67.0,1.25,1.55,20.2,10.6,-0.1865,34.936997,-82.451162
19724262,57637513,100.0,13,15,Bt,18.0,0.14,47.5,29.2,23.3,0.25,1.38,38.9,25.8,-0.3752,34.936997,-82.451162
19724262,57637511,100.0,13,15,BC,157.0,0.12,25.0,20.0,55.0,0.1,1.55,24.5,16.4,-0.2295,34.936997,-82.451162
19724345,57637786,95.0,4,6,Bt,15.0,0.1,54.8,15.6,29.6,0.1,1.4,39.8,29.7,-0.384,34.186972999999995,-82.094188
19724345,57637787,95.0,4,6,BC,107.0,0.15,34.9,20.1,45.0,0.1,1.4,33.3,20.6,-0.319,34.186972999999995,-82.094188
19727916,57645972,90.0,1,2,A,0.0,0.13,13.0,23.0,64.0,2.5,1.45,21.2,11.9,-0.1975,32.746612,-81.125659
19727916,57645973,90.0,1,2,E,15.0,0.16,10.0,25.0,65.0,0.75,1.6,18.1,8.3,-0.165,32.746612,-81.125659
19727916,57645974,90.0,1,2,BE,28.0,0.15,13.0,23.0,64.0,0.75,1.54,19.7,10.1,-0.1816,32.746612,-81.125659
19727916,57645975,90.0,1,2,Btg1,51.0,0.12,26.0,16.0,58.0,0.75,1.58,25.8,18.3,-0.2422,32.746612,-81.125659
19727916,57645976,90.0,1,2,Btg2,102.0,0.12,26.0,16.0,58.0,0.75,1.56,25.6,18.1,-0.2404,32.746612,-81.125659
19727916,57645977,90.0,1,2,BCg,152.0,0.12,26.0,15.0,59.0,0.75,1.56,25.6,18.1,-0.2404,32.746612,-81.125659
19727319,57643863,100.0,1,2,A,0.0,0.15,12.5,20.2,67.3,6.0,1.3,21.5,13.5,-0.202,33.922933,-79.10315899999998
19727319,57643865,100.0,1,2,E,28.0,0.15,12.5,4.2,83.3,6.0,1.3,21.5,13.5,-0.202,33.922933,-79.10315899999998
19727319,57643866,100.0,1,2,Btg,41.0,0.13,16.0,18.9,65.1,0.25,1.58,18.8,10.1,-0.1722,33.922933,-79.10315899999998
19727319,57643864,100.0,1,2,Cg1,91.0,0.13,11.5,4.2,84.3,0.25,1.58,16.8,7.9,-0.1522,33.922933,-79.10315899999998
19727319,57643867,100.0,1,2,Cg2,137.0,0.13,25.0,18.0,57.0,0.25,1.58,22.9,15.6,-0.2132,33.922933,-79.10315899999998
19727976,57646173,60.0,1,2,A,0.0,0.14,12.5,20.2,67.3,1.25,1.35,18.7,9.1,-0.1735,32.347305,-81.016375
19727976,57646170,60.0,1,2,E,13.0,0.14,12.5,20.2,67.3,0.25,1.35,17.5,7.8,-0.1615,32.347305,-81.016375
19727976,57646171,60.0,1,2,Bt,18.0,0.13,47.5,29.2,23.3,0.25,1.4,38.0,25.6,-0.366,32.347305,-81.016375
19727976,57646172,60.0,1,2,BCg,127.0,0.13,33.0,12.0,55.0,0.25,1.5,27.2,20.9,-0.257,32.347305,-81.016375
19802874,57900475,100.0,8,10,A,0.0,0.04,5.5,1.6,92.9,0.75,1.48,10.2,4.2,-0.08719999,34.406717,-80.556602
19802874,57900476,100.0,8,10,E,23.0,0.04,5.5,1.6,92.9,0.25,1.48,9.5,3.5,-0.0802,34.406717,-80.556602
19802874,57900477,100.0,8,10,Bt,76.0,0.11,25.0,14.0,61.0,0.25,1.63,22.8,15.8,-0.2117,34.406717,-80.556602
19802874,57900478,100.0,8,10,Bx1,96.0,0.08,33.5,21.5,45.0,0.1,1.75,27.5,22.4,-0.2575,34.406717,-80.556602
19802874,57900479,100.0,8,10,Bx2,132.0,0.08,25.0,14.0,61.0,0.1,1.75,23.4,16.7,-0.2165,34.406717,-80.556602
19728030,57646359,90.0,4,6,A,0.0,0.23,16.0,65.0,19.0,1.0,1.39,26.0,10.2,-0.2461,34.695136,-80.70287900000002
19728030,57646360,90.0,4,6,Bt,20.0,0.12,50.0,43.0,7.0,0.25,1.42,33.5,27.4,-0.3208,34.695136,-80.70287900000002
19728030,57646361,90.0,4,6,BCt,81.0,0.2,23.0,62.0,15.0,0.1,1.44,28.6,13.4,-0.2716,34.695136,-80.70287900000002
19728030,57646362,90.0,4,6,C,130.0,0.2,20.5,60.0,19.5,0.05,1.41,27.2,11.6,-0.2579,34.695136,-80.70287900000002
19727647,57645046,95.0,4,6,Bt,15.0,0.1,54.8,15.6,29.6,0.1,1.4,39.8,29.7,-0.384,34.504404,-81.97733199999998
19727647,57645047,95.0,4,6,BC,107.0,0.15,34.9,20.1,45.0,0.1,1.4,33.3,20.6,-0.319,34.504404,-81.97733199999998
19727755,57645437,70.0,1,2,Ap,0.0,0.09,6.0,16.9,77.1,0.5,1.68,14.4,5.2,-0.1272,34.174939,-80.230194
19727755,57645438,70.0,1,2,Bt1,33.0,0.14,22.6,20.8,56.6,0.25,1.6,23.4,15.2,-0.218,34.174939,-80.230194
19728132,57646731,89.0,11,15,A,0.0,0.04,5.0,1.0,94.0,0.5,1.59,11.0,4.3,-0.0941,33.918295,-81.24336600000002
19728132,57646732,89.0,11,15,C,20.0,0.04,3.0,2.0,95.0,0.25,1.64,8.8,2.6,-0.07160001,33.918295,-81.24336600000002
19801746,57896632,100.0,8,10,Ap,0.0,0.17,16.0,61.0,23.0,0.75,1.3,23.1,8.5,-0.218,33.828228,-82.281306
19801746,57896633,100.0,8,10,Bt,15.0,0.16,45.0,30.0,25.0,0.25,1.45,35.3,23.7,-0.3385,33.828228,-82.281306
19801746,57896634,100.0,8,10,C,117.0,0.14,30.0,30.0,40.0,0.1,1.3,28.4,15.2,-0.271,33.828228,-82.281306
19801688,57896441,100.0,1,2,A,0.0,0.16,15.0,40.7,44.3,3.0,1.35,26.8,11.7,-0.2545,33.991135,-79.336265
19801688,57896440,100.0,1,2,Btg,18.0,0.14,47.5,29.2,23.3,0.25,1.4,37.6,25.4,-0.362,33.991135,-79.336265
19800949,57893858,90.0,1,2,A,0.0,0.18,15.0,54.9,30.1,1.75,1.3,25.7,9.9,-0.244,34.533136,-79.73405699999998
19800949,57893860,90.0,1,2,Bt,13.0,0.16,47.5,27.1,25.4,0.25,1.45,37.4,26.2,-0.3595,34.533136,-79.73405699999998
19800949,57893859,90.0,1,2,Btg,33.0,0.16,47.5,29.2,23.3,0.25,1.45,37.4,26.2,-0.3595,34.533136,-79.73405699999998
19801652,57896324,20.0,4,10,A,0.0,0.1,3.2,15.0,81.8,1.0,1.55,12.7,3.8,-0.1115,34.269963,-81.63148699999998
19801652,57896325,20.0,4,10,E,8.0,0.12,6.2,21.8,72.0,0.75,1.5,14.3,5,-0.128,34.269963,-81.63148699999998
19801653,57896331,20.0,4,10,Bt,15.0,0.1,54.8,15.6,29.6,0.1,1.4,39.8,29.7,-0.384,34.269963,-81.63148699999998
19801652,57896326,20.0,4,10,Bt1,23.0,0.16,25.0,23.4,51.6,0.25,1.45,23.4,15.2,-0.2195,34.269963,-81.63148699999998
19801652,57896327,20.0,4,10,Bt2,66.0,0.15,36.1,20.0,43.9,0.25,1.45,34.2,22.3,-0.3275,34.269963,-81.63148699999998
19801652,57896328,20.0,4,10,BC,104.0,0.18,25.4,29.7,44.9,0.25,1.5,30.1,15.6,-0.286,34.269963,-81.63148699999998
19801653,57896332,20.0,4,10,BC,107.0,0.16,31.3,15.1,53.6,0.1,1.4,25.9,18.5,-0.245,34.269963,-81.63148699999998
19802703,57899855,100.0,25,35,A,0.0,0.14,32.0,31.0,37.0,0.5,1.4,32.6,19.4,-0.312,34.754829,-83.063012
19802703,57899852,100.0,25,35,Bt,8.0,0.14,50.0,15.0,35.0,0.25,1.4,38.9,27.3,-0.375,34.754829,-83.063012
19802703,57899853,100.0,25,35,BC,74.0,0.12,30.0,30.0,40.0,0.1,1.35,31.2,17.1,-0.2985,34.754829,-83.063012
19802703,57899854,100.0,25,35,C,94.0,0.12,17.5,15.3,67.2,0.1,1.35,19.7,10,-0.1835,34.754829,-83.063012
19802026,57897664,92.0,1,2,Ap,0.0,0.09,13.0,23.0,64.0,2.75,1.55,22.2,13.1,-0.2065,33.411863000000004,-80.70344399999998
19802026,57897665,92.0,1,2,Bt,18.0,0.08,26.0,16.0,58.0,0.25,1.58,25.3,17.6,-0.2372,33.411863000000004,-80.70344399999998
19802026,57897666,92.0,1,2,Btg,33.0,0.08,26.0,16.0,58.0,0.25,1.58,25.3,17.6,-0.2372,33.411863000000004,-80.70344399999998
19802026,57897667,92.0,1,2,BCg,157.0,0.08,26.0,16.0,58.0,0.25,1.54,25.0,17.2,-0.2346,33.411863000000004,-80.70344399999998
19801069,57894254,100.0,8,10,Ap,0.0,0.12,13.5,18.5,68.0,1.0,1.55,19.8,10.3,-0.1825,34.883825,-82.722157
19801069,57894255,100.0,8,10,Bt,15.0,0.14,60.0,10.0,30.0,0.25,1.38,41.1,32.5,-0.3972,34.883825,-82.722157
19801069,57894256,100.0,8,10,C,127.0,0.12,25.0,20.0,55.0,0.1,1.55,24.5,16.4,-0.2295,34.883825,-82.722157
19801409,57895454,88.0,3,6,Ap,0.0,0.05,7.0,2.0,91.0,0.4,1.62,12.4,5.6,-0.1078,33.972257,-80.863783
19801409,57895457,88.0,3,6,E,20.0,0.07,5.0,7.0,88.0,0.15,1.67,10.6,3.9,-0.08930001,33.972257,-80.863783
19801409,57895456,88.0,3,6,Bt,89.0,0.12,30.0,8.0,62.0,0.15,1.65,26.9,20.6,-0.2525,33.972257,-80.863783
19801409,57895455,88.0,3,6,Btv1,112.0,0.12,30.0,8.0,62.0,0.15,1.64,27.0,20.6,-0.2536,33.972257,-80.863783
19801409,57895458,88.0,3,6,Btv2,122.0,0.12,30.0,8.0,62.0,0.15,1.64,27.0,20.6,-0.2536,33.972257,-80.863783
19801639,57896271,90.0,4,6,Ap,0.0,0.17,20.0,56.0,24.0,0.75,1.3,24.8,10.4,-0.235,34.067453,-81.740652
19801639,57896273,90.0,4,6,Bt1,20.0,0.18,30.0,55.0,15.0,0.25,1.4,29.6,16.3,-0.282,34.067453,-81.740652
19801639,57896274,90.0,4,6,Bt2,30.0,0.13,50.0,35.0,15.0,0.25,1.45,36.1,26.3,-0.3465,34.067453,-81.740652
19801639,57896272,90.0,4,6,C,112.0,0.17,25.0,60.0,15.0,0.25,1.3,26.3,12.2,-0.25,34.067453,-81.740652
19801657,57896342,70.0,20,25,Bt,8.0,0.1,54.8,15.6,29.6,0.1,1.4,39.8,29.7,-0.384,34.849907,-82.043508
19801657,57896343,70.0,20,25,BCt,122.0,0.16,31.3,15.1,53.6,0.1,1.4,25.9,18.5,-0.245,34.849907,-82.043508
19801406,57895448,34.0,1,4,Ap,0.0,0.04,4.0,1.4,94.6,0.5,1.68,10.2,3.7,-0.0852,33.925417,-80.449454
19801406,57895449,34.0,1,4,E,18.0,0.04,4.0,1.4,94.6,0.25,1.68,9.7,3.3,-0.08019999,33.925417,-80.449454
19801406,57895450,34.0,1,4,Bt,56.0,0.14,22.5,17.9,59.6,0.25,1.48,22.6,14,-0.2112,33.925417,-80.449454
19802458,57899011,55.0,1,2,Ap,0.0,0.13,12.5,41.8,45.7,3.5,1.48,27.8,12.3,-0.2632,34.685642,-81.592874
19802458,57899012,55.0,1,2,Bg,18.0,0.14,26.5,18.5,55.0,0.75,1.4,24.6,16.5,-0.232,34.685642,-81.592874
19802458,57899013,55.0,1,2,Cg,104.0,0.12,15.0,15.0,70.0,0.25,1.45,19.1,9.5,-0.1765,34.685642,-81.592874
19802471,57899059,60.0,1,2,A,0.0,0.09,11.5,23.2,65.3,2.25,1.5,19.4,10.2,-0.179,33.571324,-79.741141
19802471,57899060,60.0,1,2,Eg,20.0,0.09,11.5,23.2,65.3,2.25,1.5,19.4,10.2,-0.179,33.571324,-79.741141
19802471,57899061,60.0,1,2,Btg,28.0,0.13,26.5,17.7,55.8,0.25,1.4,23.4,15.4,-0.22,33.571324,-79.741141
19802471,57899062,60.0,1,2,BCg,79.0,0.13,18.0,19.7,62.3,0.1,1.4,19.6,10.4,-0.182,33.571324,-79.741141
19802471,57899063,60.0,1,2,Cg,117.0,0.09,10.0,8.9,81.1,0.1,1.45,15.9,6.5,-0.1445,33.571324,-79.741141
19802978,57900836,92.0,4,6,A,0.0,0.13,25.0,10.0,65.0,0.5,1.4,23.8,15.3,-0.224,34.987281,-81.164582
19802978,57900838,92.0,4,6,Bt,8.0,0.15,55.0,15.0,30.0,0.1,1.4,39.8,29.8,-0.384,34.987281,-81.164582
19802978,57900837,92.0,4,6,BCt,122.0,0.18,31.0,15.0,54.0,0.1,1.4,25.8,18.3,-0.244,34.987281,-81.164582
19899268,58269095,55.0,4,6,Ap,0.0,0.2,22.0,40.0,38.0,3.0,1.4,29.2,15.4,-0.278,43.67318,-98.536298
19899268,58269093,55.0,4,6,Bt,15.0,0.17,32.0,30.0,38.0,2.0,1.4,32.3,20.4,-0.309,43.67318,-98.536298
19899268,58269092,55.0,4,6,Bk,48.0,0.17,28.0,34.0,38.0,0.75,1.45,30.5,17.3,-0.2905,43.67318,-98.536298
19899268,58269094,55.0,4,6,C,107.0,0.15,28.0,34.0,38.0,0.25,1.45,29.7,16.5,-0.2825,43.67318,-98.536298
19901202,58276859,55.0,1,2,A,0.0,0.22,24.0,63.0,13.0,3.5,1.4,31.6,17.9,-0.302,44.357626,-98.248481
19901202,58276856,55.0,1,2,E,15.0,0.22,24.0,63.0,13.0,2.0,1.4,30.4,16,-0.29,44.357626,-98.248481
19901202,58276857,55.0,1,2,Btn1,20.0,0.17,38.0,35.0,27.0,1.5,1.4,34.4,23.6,-0.33,44.357626,-98.248481
19901202,58276858,55.0,1,2,Btn2,30.0,0.17,38.0,35.0,27.0,1.5,1.4,34.4,23.6,-0.33,44.357626,-98.248481
